아이디,국가별,성별,연령별,문1. 주요 방한 목적,한국 방문횟수(카테고리),문1-1. 한국여행 관심 계기_1,문3-1. 고려한 관광활동_1,문3-2. 고려한 관광인프라_1,"문10. 1인 1일 지출경비(상하위 1% 대체, 61일 이상 결측)",문9-3. 총 체재기간_61일 이상 결측,문9-5. 주요 이용 숙박시설_1,문9-5. 주요 이용 숙박시설_2,문9-5. 주요 이용 숙박시설_3,문9-5. 주요 이용 숙박시설_4,문9-5. 주요 이용 숙박시설_5,문9-5. 주요 이용 숙박시설_6,문9-5. 주요 이용 숙박시설_7,문9-5. 주요 이용 숙박시설_8,문9-5. 주요 이용 숙박시설_9,문9-5. 숙박시설별 숙박기간_호텔,문9-5. 숙박시설별 숙박기간_모텔/여관,문9-5. 숙박시설별 숙박기간_콘도미니엄/리조트,문9-5. 숙박시설별 숙박기간_게스트하우스/호스텔,문9-5. 숙박시설별 숙박기간_민박/펜션,"문9-5. 숙박시설별 숙박기간_학교/회사 기숙사, 연수원 등",문9-5. 숙박시설별 숙박기간_친척 또는 친구 집,문9-5. 숙박시설별 숙박기간_기타,숙박시설_그룹,여행동반자_그룹,방문 지역 수,주요 체재 지역
6568,7,2,4,1,1,9.0,3.0,6.0,246.51598,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,2,부산
6569,3,1,4,1,2,4.0,4.0,4.0,268.32,5.0,,,,,5.0,,,,,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,민박/펜션,가족형,1,경남
6572,3,2,3,1,1,9.0,1.0,6.0,185.328,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,단체형,2,부산
6573,3,2,3,1,1,4.0,1.0,4.0,230.88,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,복합형(가족+친구),2,부산
6574,3,2,3,1,1,7.0,3.0,2.0,188.76,6.0,1.0,,,4.0,,,,,,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,게스트하우스/호스텔,친구형,2,부산
6576,9,2,2,1,1,7.0,7.0,10.0,177.288,5.0,,,,4.0,,,,,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,게스트하우스/호스텔,친구형,2,부산
6577,3,2,3,1,3,2.0,3.0,5.0,218.4,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,대구
6578,3,1,3,1,2,7.0,8.0,2.0,720.72,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,부산
6580,3,1,2,1,4,3.0,3.0,6.0,1687.5,6.0,1.0,,,,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,2,제주
6582,3,2,2,1,2,6.0,3.0,3.0,210.6,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,부산
6583,3,2,4,1,1,5.0,3.0,5.0,237.9,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,부산
6584,3,2,5,1,2,10.0,3.0,5.0,226.2,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,복합형(가족+친구),2,부산
6586,2,2,5,1,4,7.0,13.0,10.0,165.0,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,혼자형,1,부산
6589,2,2,4,1,4,4.0,1.0,3.0,132.0,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,부산
6595,1,2,3,1,1,9.0,5.0,4.0,231.333333333333,3.0,1.0,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
6597,1,1,1,1,1,8.0,12.0,1.0,185.066666666667,3.0,1.0,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,단체형,1,서울
6598,1,1,4,1,2,9.0,12.0,4.0,154.222222222222,3.0,1.0,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
6600,1,2,3,1,1,8.0,5.0,4.0,77.1111111111111,3.0,1.0,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
6601,1,2,1,1,1,1.0,1.0,4.0,185.066666666667,3.0,1.0,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,서울
6602,1,2,6,1,1,4.0,12.0,5.0,185.066666666667,3.0,1.0,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
6608,16,1,3,1,1,3.0,5.0,6.0,141.04125,16.0,1.0,2.0,,,,,,,,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,4,서울
6609,16,2,2,1,1,1.0,6.0,4.0,551.628,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,서울
6610,16,1,3,1,1,1.0,5.0,3.0,235.06875,12.0,1.0,,,,,,,,,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,4,서울
6613,19,1,3,1,1,8.0,1.0,3.0,120.1424,25.0,,,3.0,,,,,,,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,콘도미니엄/리조트,단체형,1,서울
6614,19,2,2,1,2,2.0,3.0,5.0,142.13275,40.0,,,3.0,,,,,,,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,콘도미니엄/리조트,혼자형,1,서울
6616,19,2,5,1,1,8.0,1.0,1.0,185.284545454545,11.0,1.0,2.0,3.0,,,,,,,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,3,서울
6618,3,2,3,1,1,1.0,4.0,10.0,241.02,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,서울
6622,3,2,2,1,1,7.0,8.0,6.0,217.845,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,서울
6623,1,2,6,1,1,8.0,3.0,3.0,127.696,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,2,서울
6624,1,1,6,1,1,5.0,3.0,3.0,119.368,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,2,서울
6625,1,2,6,1,1,5.0,4.0,3.0,333.12,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,2,서울
6626,1,2,4,1,2,5.0,2.0,12.0,388.64,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,단체형,2,서울
6627,1,1,6,1,1,8.0,2.0,3.0,277.6,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,복합형(가족+친구),2,서울
6636,10,1,3,1,1,1.0,5.0,6.0,280.478,10.0,,,3.0,,,,,,,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,콘도미니엄/리조트,가족형,2,서울
6638,10,2,6,1,1,1.0,5.0,5.0,189.797142857143,7.0,,,3.0,,,,,,,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,콘도미니엄/리조트,가족형,2,서울
6639,10,1,2,1,2,2.0,10.0,3.0,281.82,11.0,,,3.0,,,,,,,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,콘도미니엄/리조트,가족형,3,서울
6642,19,1,2,1,1,1.0,10.0,6.0,141.749642857143,14.0,,,,4.0,,,,,,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,게스트하우스/호스텔,친구형,1,서울
6644,4,2,2,1,1,4.0,13.0,5.0,416.666666666667,6.0,,,3.0,,,,,,,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,콘도미니엄/리조트,친구형,1,서울
6645,4,2,3,1,2,4.0,4.0,3.0,383.333333333333,6.0,,,3.0,,,,,,,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,콘도미니엄/리조트,친구형,1,서울
6646,97,2,2,1,2,9.0,4.0,5.0,546.101818181818,11.0,1.0,,,,,,,,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,혼자형,4,서울
6648,15,2,6,1,1,8.0,8.0,9.0,283.288421052632,19.0,1.0,,,,,,,,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,4,서울
6655,2,2,3,1,3,7.0,14.0,3.0,310.375,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,서울
6656,11,1,3,1,2,2.0,12.0,7.0,353.4604125,6.0,,2.0,,,,,,,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,모텔/여관,가족형,1,서울
6657,11,2,3,1,2,6.0,6.0,11.0,320.0,10.0,,2.0,,,,,,,,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,모텔/여관,친구형,1,서울
6659,18,2,2,1,1,8.0,6.0,6.0,221.435928571429,14.0,1.0,,,4.0,,,,,,1.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,게스트하우스/호스텔,친구형,2,서울
6662,19,2,2,1,1,7.0,2.0,5.0,274.6112,15.0,1.0,,,4.0,,,,,,12.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,호텔,복합형(가족+친구),6,서울
6663,16,1,2,1,1,1.0,11.0,10.0,385.9605,7.0,,,,4.0,,,,,,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,게스트하우스/호스텔,혼자형,1,서울
6664,11,2,1,1,1,4.0,13.0,9.0,582.5,4.0,,,,,,6.0,,,,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,"학교/회사 기숙사, 연수원 등",혼자형,1,서울
6666,18,2,3,1,2,2.0,2.0,2.0,219.415909090909,11.0,,,,,,,,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,기타,친구형,1,서울
6667,11,2,2,1,2,2.0,2.0,8.0,93.2258064516129,31.0,1.0,,,,,,,8.0,,9.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,기타,친구형,3,서울
6671,11,2,2,1,1,8.0,3.0,10.0,83.3333333333333,15.0,,,,4.0,,,,,,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,게스트하우스/호스텔,친구형,1,서울
6673,1,2,1,1,1,7.0,8.0,2.0,73.3657142857143,14.0,,,,,,,7.0,,,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,친척 또는 친구 집,혼자형,1,서울
6675,9,1,2,1,1,7.0,12.0,3.0,278.4,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,2,서울
6676,16,2,3,1,1,8.0,5.0,4.0,321.783,15.0,1.0,,,,,,,8.0,,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,호텔,혼자형,4,서울
6677,18,2,4,1,1,1.0,1.0,3.0,209.664090909091,22.0,,,3.0,4.0,,,,,,0.0,0.0,6.0,15.0,0.0,0.0,0.0,0.0,게스트하우스/호스텔,혼자형,6,서울
6678,97,2,3,1,1,8.0,5.0,8.0,335.21875,16.0,1.0,,,,,,,,,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,기타형,5,서울
6679,16,1,2,1,1,1.0,6.0,6.0,413.721,7.0,1.0,,,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,2,서울
6680,19,2,2,1,1,1.0,5.0,4.0,93.2653055555556,18.0,1.0,,,,,,,8.0,,8.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,기타,친구형,3,서울
6682,18,2,2,1,2,2.0,8.0,5.0,281.58375,16.0,,,,,,,,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,기타,친구형,1,서울
6683,12,2,3,1,1,1.0,12.0,4.0,225.0,14.0,1.0,,,,,,,,,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,3,서울
6684,16,2,2,1,1,1.0,12.0,5.0,102.575454545455,11.0,1.0,,,,,,,,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,혼자형,2,서울
6688,16,2,4,1,1,8.0,2.0,6.0,247.158,14.0,,,,4.0,,,,,,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,게스트하우스/호스텔,혼자형,2,서울
6691,16,2,2,1,1,1.0,2.0,2.0,416.000454545455,11.0,1.0,,,,,,,,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,2,서울
6695,12,2,3,1,3,5.0,2.0,2.0,500.0,6.0,1.0,,,,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,서울
6696,3,2,4,1,4,7.0,9.0,6.0,309.0,3.0,1.0,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,혼자형,1,서울
6697,18,1,3,1,2,8.0,5.0,3.0,258.423181818182,11.0,1.0,,,,,,,,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,3,서울
6698,19,2,2,1,1,1.0,12.0,5.0,153.242857142857,14.0,1.0,,,4.0,,,,,,4.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,게스트하우스/호스텔,가족형,2,서울
6699,18,1,3,1,1,9.0,6.0,1.0,175.532727272727,11.0,1.0,,,,,,,8.0,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,호텔,가족형,2,서울
6700,12,2,2,1,4,4.0,12.0,4.0,362.5235,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,혼자형,1,서울
6703,11,1,4,1,1,1.0,5.0,6.0,266.666666666667,12.0,1.0,,,,,,,,,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,2,서울
6705,11,1,3,1,1,8.0,5.0,6.0,332.0,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
6706,19,1,2,1,1,8.0,7.0,5.0,323.9554,10.0,,,,,,,,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,기타,친구형,1,서울
6707,19,2,2,1,1,1.0,13.0,8.0,193.086,14.0,,,,,,,,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,기타,친구형,1,서울
6708,18,1,2,1,1,1.0,1.0,6.0,268.175,6.0,1.0,,,,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,혼자형,2,서울
6709,19,2,3,1,1,1.0,6.0,6.0,383.107142857143,7.0,1.0,,,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,2,서울
6710,19,1,3,1,1,9.0,5.0,3.0,290.522916666667,12.0,1.0,,,,,,,,,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,3,서울
6713,19,2,2,1,2,2.0,5.0,3.0,285.728272727273,11.0,1.0,,,,,,,,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,혼자형,2,서울
6714,3,2,2,1,4,3.0,8.0,8.0,257.5,6.0,1.0,,,,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
6717,12,2,2,1,1,1.0,13.0,4.0,266.666666666667,15.0,1.0,,,,,,,,,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,2,서울
6718,19,1,4,1,1,8.0,6.0,11.0,169.844166666667,12.0,1.0,,,,5.0,,,,,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,호텔,친구형,4,서울
6721,3,2,3,1,2,7.0,8.0,6.0,288.4,3.0,1.0,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,혼자형,1,서울
6722,19,2,2,1,1,8.0,6.0,3.0,421.417857142857,7.0,1.0,,,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,혼자형,1,서울
6723,19,2,2,1,1,1.0,1.0,2.0,509.5325,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
6724,19,1,3,1,2,8.0,5.0,3.0,237.60305,10.0,1.0,,,,,,,,,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,2,서울
6725,97,2,5,1,1,1.0,1.0,10.0,166.2685,10.0,,,,4.0,,,,,,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,게스트하우스/호스텔,가족형,3,서울
6728,97,1,2,1,1,7.0,5.0,6.0,303.842275,12.0,1.0,,,,,,,,,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,단체형,2,서울
6729,1,2,3,1,4,8.0,8.0,9.0,305.36,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,서울
6731,19,1,3,1,2,4.0,5.0,4.0,196.150857142857,14.0,1.0,,,,,,,,,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,서울
6732,16,2,2,1,1,1.0,1.0,10.0,231.548746153846,13.0,1.0,,,4.0,,,,,,10.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,호텔,친구형,2,서울
6733,1,2,3,1,1,7.0,8.0,5.0,231.333333333333,6.0,1.0,,,,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,서울
6734,19,1,2,1,1,8.0,7.0,6.0,243.795454545455,11.0,,2.0,,,,,,,,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,모텔/여관,친구형,1,서울
6735,2,2,2,1,2,2.0,13.0,4.0,303.333333333333,3.0,1.0,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,서울
6736,1,2,2,1,3,7.0,13.0,1.0,462.666666666667,9.0,1.0,,,,,,,,,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,혼자형,1,서울
6738,2,2,5,1,4,7.0,1.0,2.0,198.25,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,2,서울
6739,15,1,4,1,1,3.0,6.0,6.0,200.566666666667,18.0,1.0,,,,,,,,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,4,서울
6740,2,1,6,1,4,11.0,11.0,4.0,975.0,2.0,1.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,혼자형,1,인천
6741,3,2,3,1,2,5.0,6.0,5.0,300.4098,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,2,서울
6742,2,1,2,1,1,10.0,1.0,5.0,227.5,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,서울
6743,3,1,5,1,1,1.0,1.0,3.0,327.54,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,서울
6744,12,2,2,1,2,2.0,11.0,10.0,200.769230769231,39.0,1.0,,,,,,,,,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,3,서울
6745,3,2,4,1,4,7.0,1.0,6.0,177.16,5.0,,,,,5.0,,,,,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,민박/펜션,가족형,1,서울
6746,3,1,3,1,2,4.0,2.0,10.0,309.0,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,직장형,1,서울
6747,3,2,2,1,1,10.0,13.0,4.0,154.5,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
6748,3,1,2,1,1,7.0,1.0,3.0,316.725,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,혼자형,1,서울
6749,3,1,4,1,3,5.0,2.0,3.0,231.75,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
6753,97,2,2,1,2,2.0,5.0,3.0,468.412333333333,3.0,1.0,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,혼자형,1,서울
6754,15,2,2,1,1,7.0,1.0,6.0,377.43,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,서울
6755,1,2,2,1,1,7.0,8.0,1.0,282.226666666667,3.0,,,,,5.0,,,,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,민박/펜션,혼자형,1,서울
6760,14,1,2,1,1,1.0,1.0,3.0,571.25,8.0,1.0,,,,,,,,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,2,서울
6762,8,1,3,1,3,3.0,10.0,10.0,134.06625,8.0,1.0,,,,,,,,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,2,서울
6763,14,1,3,1,1,1.0,5.0,3.0,310.76,6.0,1.0,,,,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
6765,5,2,2,1,4,7.0,8.0,3.0,362.666666666667,3.0,1.0,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,혼자형,1,서울
6767,5,2,6,1,4,7.0,1.0,3.0,258.56,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,서울
6776,2,2,2,1,4,9.0,13.0,3.0,199.875,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,혼자형,1,서울
6777,2,2,2,1,3,10.0,13.0,5.0,167.916666666667,3.0,1.0,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,서울
6780,17,2,3,1,4,11.0,1.0,11.0,298.0,3.0,,,,,,,7.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,친척 또는 친구 집,친구형,1,서울
6781,2,2,4,1,4,3.0,2.0,4.0,650.0,3.0,1.0,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,혼자형,2,서울
6782,2,2,5,1,4,2.0,2.0,5.0,712.833333333333,3.0,1.0,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,혼자형,2,서울
6783,2,2,5,1,4,7.0,8.0,5.0,650.0,3.0,1.0,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,혼자형,2,서울
6784,5,2,2,1,1,7.0,5.0,6.0,182.857142857143,7.0,1.0,,,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
6786,97,1,2,1,1,8.0,6.0,3.0,134.0875,12.0,1.0,,,,,,,,,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
6787,12,2,2,1,1,7.0,8.0,3.0,287.5,8.0,,,,4.0,,,,,,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,게스트하우스/호스텔,친구형,2,서울
6789,14,2,5,1,1,7.0,5.0,3.0,182.8,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
6790,4,2,4,1,1,1.0,12.0,2.0,545.454545454545,11.0,1.0,,,,,,,,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,2,서울
6792,17,2,1,1,2,7.0,7.0,5.0,391.0,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
6793,17,1,3,1,1,6.0,15.0,8.0,73.7131116666667,18.0,,,,,,,7.0,,,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,친척 또는 친구 집,혼자형,1,서울
6794,4,2,2,1,1,4.0,2.0,6.0,153.846153846154,13.0,,,,,,,,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,기타,혼자형,1,서울
6795,16,1,3,1,1,1.0,1.0,5.0,104.475,6.0,1.0,,,,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
6796,5,2,4,1,3,8.0,1.0,4.0,176.0,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
6797,20,1,3,1,1,1.0,1.0,6.0,285.714285714286,7.0,1.0,,,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,혼자형,1,서울
6799,5,2,4,1,2,7.0,8.0,4.0,136.32,5.0,,,,,5.0,,,,,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,민박/펜션,가족형,2,서울
6800,11,1,2,1,1,8.0,1.0,3.0,120.295642857143,7.0,1.0,,,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,서울
6801,17,1,3,1,4,5.0,2.0,4.0,109.416183636364,11.0,1.0,,,,,,,,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
6802,4,1,2,1,1,1.0,8.0,11.0,193.333333333333,6.0,,,,4.0,,,,,,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,게스트하우스/호스텔,친구형,2,서울
6803,5,2,2,1,1,1.0,2.0,9.0,298.666666666667,6.0,1.0,,,,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,혼자형,1,서울
6805,2,2,5,1,4,3.0,2.0,6.0,426.833333333333,3.0,1.0,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,직장형,1,서울
6807,5,2,4,1,4,2.0,2.0,9.0,814.933333333333,6.0,1.0,,,,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,복합형(가족+친구),1,서울
6809,2,2,2,1,3,7.0,2.0,4.0,242.666666666667,3.0,1.0,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,혼자형,1,서울
6810,2,2,1,1,1,7.0,8.0,6.0,151.125,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,서울
6812,2,2,5,1,4,8.0,2.0,2.0,256.75,2.0,1.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
6817,2,2,5,1,4,7.0,8.0,11.0,227.5,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,혼자형,1,서울
6818,12,2,2,1,1,1.0,14.0,6.0,694.444444444444,12.0,1.0,,,,,,,,,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,2,서울
6819,12,2,4,1,1,8.0,12.0,3.0,173.809523809524,7.0,1.0,,,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
