아이디,국가별,성별,연령별,문1. 주요 방한 목적,한국 방문횟수(카테고리),문1-1. 한국여행 관심 계기_1,문3-1. 고려한 관광활동_1,문3-2. 고려한 관광인프라_1,"문10. 1인 1일 지출경비(상하위 1% 대체, 61일 이상 결측)",문9-3. 총 체재기간_61일 이상 결측,문9-5. 주요 이용 숙박시설_1,문9-5. 주요 이용 숙박시설_2,문9-5. 주요 이용 숙박시설_3,문9-5. 주요 이용 숙박시설_4,문9-5. 주요 이용 숙박시설_5,문9-5. 주요 이용 숙박시설_6,문9-5. 주요 이용 숙박시설_7,문9-5. 주요 이용 숙박시설_8,문9-5. 주요 이용 숙박시설_9,문9-5. 숙박시설별 숙박기간_호텔,문9-5. 숙박시설별 숙박기간_모텔/여관,문9-5. 숙박시설별 숙박기간_콘도미니엄/리조트,문9-5. 숙박시설별 숙박기간_게스트하우스/호스텔,문9-5. 숙박시설별 숙박기간_민박/펜션,"문9-5. 숙박시설별 숙박기간_학교/회사 기숙사, 연수원 등",문9-5. 숙박시설별 숙박기간_친척 또는 친구 집,문9-5. 숙박시설별 숙박기간_기타,숙박시설_그룹,여행동반자_그룹,방문 지역 수,주요 체재 지역
10941,2,2,2,1,2,7.0,8.0,3.0,250.066666666667,3.0,1.0,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,혼자형,2,서울
10942,2,2,2,1,2,10.0,1.0,5.0,151.9,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,서울
10943,2,2,2,1,4,7.0,13.0,4.0,223.716666666667,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
10947,1,2,3,1,2,7.0,8.0,9.0,224.516,5.0,,,,,5.0,,,,,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,민박/펜션,혼자형,1,서울
10948,4,1,3,1,2,2.0,4.0,1.0,172.222222222222,9.0,,,,4.0,5.0,,,,,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,게스트하우스/호스텔,친구형,2,서울
10949,5,2,3,1,2,7.0,8.0,10.0,149.942857142857,7.0,1.0,,,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,서울
10950,2,2,3,1,4,7.0,8.0,10.0,209.25,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,서울
10951,19,2,3,1,2,2.0,1.0,6.0,59.1553333333333,6.0,1.0,,,,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
10953,16,1,3,1,2,3.0,7.0,6.0,254.2248,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,2,제주
10954,4,2,3,1,1,3.0,13.0,5.0,1066.66666666667,6.0,1.0,,,,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,혼자형,2,대구
10956,2,2,2,1,3,2.0,2.0,4.0,179.8,3.0,1.0,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,혼자형,1,서울
10957,13,1,3,1,3,8.0,1.0,4.0,230.65625,8.0,1.0,,,,,,,,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,2,서울
10958,5,1,1,1,1,7.0,12.0,1.0,163.2,8.0,1.0,,,,,,,,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,단체형,2,인천
10959,2,1,6,1,4,11.0,1.0,9.0,421.6,2.0,1.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
10960,5,1,4,1,2,9.0,1.0,5.0,204.8,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
10962,19,2,2,1,1,8.0,11.0,1.0,268.575,10.0,1.0,,,,,,,,,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,서울
10963,2,2,3,1,4,11.0,13.0,6.0,620.0,2.0,1.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,혼자형,1,서울
10966,1,2,3,1,3,7.0,14.0,4.0,570.416666666667,6.0,1.0,,,,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,혼자형,1,서울
10971,4,2,3,1,1,1.0,6.0,4.0,125.0,8.0,1.0,,,,,,,,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,4,서울
10973,2,2,2,1,4,8.0,1.0,6.0,170.5,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,제주
10974,4,1,2,1,1,1.0,1.0,3.0,657.142857142857,7.0,1.0,,,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,기타형,2,서울
10975,1,2,3,1,1,9.0,1.0,1.0,1369.0,3.0,1.0,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,서울
10976,8,1,3,1,1,1.0,3.0,6.0,292.836,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,혼자형,1,서울
10977,4,1,5,1,1,1.0,5.0,3.0,316.666666666667,6.0,1.0,,,,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,2,서울
10978,5,1,4,1,2,3.0,1.0,12.0,409.6,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,3,서울
10980,5,2,5,1,4,3.0,11.0,9.0,298.666666666667,6.0,1.0,,,,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
10984,5,2,1,1,4,7.0,8.0,5.0,213.333333333333,6.0,1.0,,,,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,서울
10986,4,1,2,1,1,1.0,1.0,6.0,471.428571428571,7.0,,,,4.0,,,,,,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,게스트하우스/호스텔,친구형,2,서울
10987,2,2,2,1,1,5.0,2.0,6.0,238.7,3.0,1.0,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,서울
10988,5,1,4,1,2,4.0,12.0,4.0,537.6,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,2,서울
10990,2,2,2,1,1,7.0,13.0,6.0,248.0,3.0,1.0,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,서울
10991,5,1,3,1,3,7.0,1.0,6.0,512.0,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,2,서울
10992,4,2,2,1,1,8.0,7.0,6.0,83.3333333333333,39.0,,,,4.0,,,,,,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,게스트하우스/호스텔,가족형,4,서울
10994,2,2,4,1,3,7.0,3.0,2.0,112.375,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
10995,5,2,4,1,3,4.0,1.0,4.0,704.0,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,3,서울
10998,10,2,3,1,2,4.0,2.0,10.0,604.012,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,서울
11002,2,2,2,1,4,7.0,2.0,5.0,251.1,3.0,1.0,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,혼자형,1,서울
11003,10,2,3,1,3,7.0,14.0,3.0,202.565,6.0,1.0,,,,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,혼자형,1,서울
11004,5,2,3,1,1,4.0,13.0,4.0,332.8,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
11005,10,1,2,1,3,2.0,3.0,6.0,237.348888888889,9.0,1.0,,,,,,,,,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,2,서울
11006,2,2,5,1,4,2.0,1.0,4.0,316.2,3.0,1.0,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,서울
11007,10,2,5,1,2,5.0,2.0,4.0,189.411428571429,7.0,1.0,,,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
11017,2,2,5,1,4,10.0,2.0,4.0,341.0,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,2,서울
11022,5,2,1,1,3,7.0,13.0,3.0,166.4,10.0,1.0,,,,,,,,,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,2,서울
11027,5,2,4,1,4,4.0,2.0,2.0,888.0,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
11028,12,2,4,1,1,1.0,10.0,5.0,229.166666666667,6.0,1.0,,,,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
11031,15,2,4,1,1,7.0,1.0,3.0,369.271818181818,11.0,1.0,,,,,,,,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,3,서울
11034,6,2,3,1,3,7.0,2.0,6.0,738.933333333333,6.0,1.0,,,,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,인천
11036,6,2,5,1,4,2.0,5.0,4.0,408.0,4.0,,2.0,,,,,,,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,모텔/여관,친구형,1,서울
11038,6,2,2,1,4,5.0,2.0,8.0,295.314285714286,7.0,,,,4.0,,,,,,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,게스트하우스/호스텔,단체형,2,서울
11040,6,2,4,1,2,8.0,5.0,4.0,299.2,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
11044,19,1,2,1,1,1.0,11.0,6.0,135.893333333333,30.0,1.0,2.0,,,,,,8.0,,1.0,3.0,0.0,0.0,0.0,0.0,0.0,25.0,기타,혼자형,3,서울
11046,19,1,2,1,1,1.0,5.0,9.0,501.34,3.0,1.0,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,혼자형,1,서울
11049,6,2,4,1,4,6.0,3.0,4.0,431.8,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
11052,3,2,6,1,1,11.0,6.0,3.0,328.49,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,2,서울
11053,3,2,3,1,2,7.0,2.0,9.0,349.98,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,서울
11054,3,1,2,1,1,1.0,2.0,9.0,245.6,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,2,인천
11055,97,2,2,1,1,1.0,5.0,1.0,205.093636363636,11.0,1.0,,,,,,,,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,3,서울
11056,6,2,3,1,3,4.0,3.0,2.0,265.2,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,복합형(가족+친구),1,서울
11057,6,1,4,1,4,4.0,1.0,3.0,408.0,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,서울
11059,1,2,6,1,2,3.0,4.0,3.0,44.0035714285714,14.0,,,,,,,7.0,,,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,친척 또는 친구 집,가족형,2,경기
11061,12,2,2,1,2,2.0,7.0,9.0,120.0,25.0,,,,,,,7.0,,,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,친척 또는 친구 집,혼자형,2,서울
11062,6,2,2,1,4,6.0,12.0,5.0,343.4,4.0,,,,4.0,,,,,,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,게스트하우스/호스텔,친구형,1,서울
11065,6,2,3,1,2,10.0,5.0,3.0,289.68,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,2,서울
11072,3,1,4,1,3,7.0,3.0,1.0,429.8,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,제주
11073,3,1,2,1,1,5.0,3.0,10.0,153.5,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,제주
11074,3,2,4,1,1,7.0,3.0,1.0,245.6,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,혼자형,1,제주
11075,3,2,2,1,4,6.0,3.0,4.0,307.0,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,제주
11076,3,2,5,1,3,5.0,3.0,2.0,356.12,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,제주
11077,3,1,5,1,2,7.0,3.0,2.0,276.3,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,제주
11078,1,2,4,1,2,2.0,6.0,2.0,232.73,6.0,1.0,,,,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,제주
11079,1,2,3,1,2,2.0,3.0,1.0,588.67,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,혼자형,1,제주
11080,1,2,2,1,3,4.0,3.0,4.0,684.5,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,제주
11081,1,2,2,1,1,5.0,3.0,3.0,770.0625,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,제주
11082,1,2,5,1,2,7.0,3.0,1.0,287.49,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,제주
11083,1,2,5,1,1,9.0,3.0,6.0,182.533333333333,3.0,1.0,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,제주
11086,1,1,2,1,1,7.0,3.0,1.0,224.516,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,제주
11087,1,2,3,1,1,5.0,1.0,1.0,191.66,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,제주
11088,1,1,2,1,1,6.0,8.0,1.0,273.8,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,제주
11089,1,1,3,1,1,7.0,1.0,4.0,569.504,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,제주
11090,1,2,2,1,1,6.0,3.0,1.0,393.5875,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,제주
11091,1,1,3,1,1,5.0,5.0,5.0,177.97,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,제주
11092,1,1,4,1,1,5.0,12.0,3.0,197.364166666667,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,제주
11094,1,2,3,1,2,5.0,2.0,10.0,151.959,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,제주
11095,1,2,2,1,1,5.0,3.0,1.0,256.6875,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,제주
11097,1,2,4,1,1,7.0,3.0,1.0,228.166666666667,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,제주
11098,1,2,2,1,1,7.0,12.0,3.0,287.49,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,제주
11099,1,2,3,1,1,4.0,3.0,1.0,202.090476190476,7.0,1.0,,,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,제주
11101,1,2,2,1,2,5.0,14.0,5.0,131.424,10.0,1.0,2.0,,,,,,,,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,모텔/여관,친구형,2,서울
11103,1,2,2,1,1,7.0,3.0,1.0,251.896,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,제주
11105,1,2,2,1,1,7.0,3.0,4.0,120.928333333333,6.0,1.0,,,,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,단체형,1,제주
11106,1,1,2,1,1,9.0,12.0,2.0,173.406666666667,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,제주
11107,1,2,2,1,2,5.0,3.0,3.0,547.6,6.0,1.0,,,,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,제주
11108,3,2,3,1,2,5.0,3.0,2.0,122.8,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,제주
11109,3,1,3,1,1,5.0,3.0,7.0,168.85,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,제주
11110,1,1,2,1,1,4.0,3.0,4.0,136.9,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,제주
11111,1,2,2,1,1,5.0,3.0,1.0,397.01,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,제주
11112,5,2,2,1,1,1.0,3.0,7.0,327.68,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,제주
11113,5,2,3,1,1,6.0,3.0,3.0,640.0,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,제주
11114,5,2,4,1,2,7.0,3.0,7.0,768.0,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,제주
11115,5,2,5,1,3,2.0,3.0,3.0,588.8,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,제주
11116,10,2,5,1,1,9.0,5.0,5.0,187.833,7.0,1.0,,,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,제주
11123,10,1,3,1,1,10.0,10.0,9.0,156.1592,7.0,1.0,,,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,제주
11125,10,1,3,1,1,1.0,2.0,9.0,194.672857142857,7.0,1.0,,,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,제주
11127,10,1,2,1,2,9.0,5.0,5.0,205.634166666667,6.0,1.0,,,,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,제주
11128,10,2,3,1,1,1.0,13.0,9.0,263.948333333333,6.0,1.0,,,,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,제주
11129,1,2,4,1,1,1.0,3.0,5.0,190.519166666667,6.0,1.0,,,,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,제주
11130,1,2,3,1,2,4.0,3.0,2.0,213.564,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,제주
11131,1,2,3,1,2,2.0,2.0,3.0,351.376666666667,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,제주
11132,1,2,4,1,2,4.0,1.0,1.0,278.078125,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,제주
11133,1,1,3,1,1,8.0,3.0,5.0,227.254,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,제주
11134,1,2,5,1,1,5.0,3.0,10.0,301.18,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,제주
11135,1,1,5,1,2,6.0,1.0,3.0,389.024166666667,6.0,1.0,,,,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,제주
11136,1,2,5,1,1,7.0,1.0,1.0,301.18,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,제주
11137,1,1,3,1,1,5.0,1.0,1.0,206.719,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,제주
11138,1,1,5,1,1,1.0,3.0,1.0,279.9605,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,제주
11140,1,2,5,1,2,5.0,1.0,3.0,275.169,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,제주
11145,3,1,5,1,1,4.0,12.0,6.0,334.63,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,2,부산
11146,3,1,2,1,1,8.0,11.0,5.0,174.99,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,혼자형,2,부산
11147,3,2,2,1,1,10.0,5.0,5.0,211.83,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,단체형,2,부산
11148,3,1,4,1,2,10.0,3.0,4.0,307.0,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,부산
11149,3,2,4,1,3,10.0,3.0,4.0,237.925,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,대구
11150,3,2,5,1,2,2.0,3.0,5.0,279.37,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,부산
11152,3,1,3,1,2,6.0,3.0,3.0,321.122,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,부산
11154,12,2,3,1,2,2.0,2.0,5.0,279.583333333333,6.0,1.0,,,,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
11156,12,2,1,1,2,7.0,5.0,6.0,350.0,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,2,서울
11158,12,1,2,1,4,2.0,4.0,4.0,635.0,2.0,1.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,단체형,1,인천
11161,12,1,3,1,1,1.0,12.0,7.0,264.285714285714,7.0,1.0,,,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,2,경기
11165,2,2,2,1,2,7.0,2.0,4.0,310.0,3.0,1.0,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,서울
11166,16,1,2,1,1,1.0,2.0,8.0,178.221818181818,22.0,1.0,,,,,,,,,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,혼자형,2,서울
11167,97,1,2,1,1,1.0,3.0,9.0,519.245,6.0,,,,4.0,,,,,,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,게스트하우스/호스텔,친구형,2,서울
11168,2,2,6,1,4,2.0,1.0,5.0,248.0,3.0,1.0,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
11169,2,1,5,1,4,8.0,2.0,6.0,413.333333333333,3.0,1.0,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,서울
11173,2,1,2,1,1,8.0,6.0,4.0,248.0,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,2,서울
11175,13,1,2,1,1,1.0,1.0,2.0,260.87502,6.0,1.0,,,,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,서울
11176,13,1,2,1,1,1.0,5.0,9.0,198.76192,7.0,1.0,,,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,서울
11177,13,2,4,1,1,1.0,6.0,8.0,237.094576,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,혼자형,1,서울
11178,13,1,3,1,1,1.0,6.0,6.0,296.723152,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
11179,13,2,5,1,1,1.0,1.0,4.0,198.76192,6.0,1.0,,,,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
11181,13,2,2,1,1,1.0,6.0,9.0,293.883696,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,서울
11183,13,2,3,1,1,1.0,4.0,5.0,240.170653333333,6.0,1.0,,,,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,혼자형,1,서울
11184,2,1,3,1,1,7.0,6.0,4.0,166.625,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
11189,9,2,2,1,4,3.0,8.0,11.0,496.9048,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,혼자형,1,서울
11192,13,2,5,1,1,1.0,1.0,2.0,225.736752,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
11195,13,2,3,1,1,1.0,5.0,5.0,258.390496,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,서울
11198,13,1,2,1,1,1.0,4.0,9.0,220.05784,6.0,1.0,,,,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,서울
