아이디,국가별,성별,연령별,한국 방문횟수(카테고리),문1-1. 한국여행 관심 계기_1,문3-1. 고려한 관광활동_1,문3-2. 고려한 관광인프라_1,"문10. 1인 1일 지출경비(상하위 1% 대체, 61일 이상 결측)",문9-3. 총 체재기간_61일 이상 결측,숙박시설_그룹,여행동반자_그룹,방문 지역 수,주요 체재 지역,식비_비율,국내 교통비_비율,체험/활동비_비율,뷰티/의료비_비율,여행 서비스비_비율,숙박비_비율,쇼핑비_비율,기타 비용_비율
15773,14,1,3,1,1,1.0,3,2,4.0,호텔,친구형,3,서울,0.299,0.0737051792828684,0.0199203187250995,0.0099601593625498,0.0,0.3984063745019922,0.1992031872509958,0.0
15774,14,1,5,1,5,4.0,3,2,4.0,호텔,가족형,2,서울,0.276,0.2758620689655173,0.0344827586206895,0.0,0.0,0.4137931034482758,0.0,0.0
15775,9,2,5,1,1,3.0,1,2,3.0,호텔,가족형,2,서울,0.417,0.0,0.0,0.0,0.0,0.5833333333333334,0.0,0.0
15776,9,2,4,2,2,2.0,6,2,2.0,호텔,가족형,1,서울,0.173,0.0558375634517766,0.0,0.0,0.0,0.2538071065989845,0.50761421319797,0.0101522842639594
15777,9,2,5,2,2,2.0,3,2,2.0,호텔,가족형,1,서울,0.194,0.0392670157068062,0.0,0.0,0.0,0.2356020942408379,0.5235602094240838,0.0078534031413612
15779,9,2,4,2,2,2.0,3,2,2.0,호텔,가족형,1,서울,0.281,0.0416666666666666,0.0,0.0,0.0,0.3645833333333333,0.3125,0.0
15780,14,1,2,3,2,1.0,3,2,4.0,호텔,가족형,2,서울,0.265,0.0265151515151515,0.0189393939393939,0.0,0.0,0.4545454545454545,0.2272727272727272,0.0075757575757575
15781,14,1,2,1,1,9.0,3,1,4.0,호텔,가족형,9,서울,0.222,0.0666666666666666,0.0444444444444444,0.0,0.0,0.4444444444444445,0.2222222222222222,0.0
15783,15,2,2,1,1,4.0,6,2,4.0,호텔,친구형,3,서울,0.137,0.0958904109589041,0.136986301369863,0.0684931506849315,0.0,0.273972602739726,0.273972602739726,0.0136986301369863
15784,15,2,3,3,2,7.0,3,2,4.0,호텔,가족형,2,서울,0.239,0.0178997613365155,0.0596658711217183,0.0238663484486873,0.0,0.2983293556085917,0.3579952267303108,0.0035799522673031
15785,9,1,4,1,1,1.0,6,2,2.0,호텔,가족형,1,서울,0.308,0.0549450549450549,0.0,0.0,0.0,0.3076923076923077,0.3296703296703296,0.0
15788,9,2,3,1,6,1.0,5,2,3.0,호텔,친구형,2,서울,0.372,0.1581395348837206,0.0465116279069767,0.0,0.0,0.1209302325581393,0.2790697674418606,0.0232558139534884
15791,15,1,3,1,6,5.0,3,2,3.0,호텔,친구형,2,서울,0.209,0.0149253731343283,0.0298507462686566,0.0,0.0,0.4477611940298507,0.2985074626865669,0.0
15793,14,2,3,1,1,5.0,6,3,4.0,호텔,가족형,5,서울,0.307,0.1228878648233487,0.0307219662058371,0.0,0.0,0.4608294930875579,0.0614439324116743,0.0168970814132104
15799,1,1,6,1,4,6.0,4,2,1.0,모텔/여관,혼자형,1,서울,0.167,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0
15804,1,1,6,1,1,1.0,6,3,1.0,호텔,혼자형,1,서울,0.0,0.0,0.0,0.0,0.3125,0.0,0.6874999999999999,0.0
15805,1,2,3,1,1,5.0,6,2,1.0,호텔,단체형,1,서울,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0
15806,3,1,4,1,7,9.0,6,2,3.0,호텔,복합형(가족+친구),1,제주,0.192,0.0384615384615384,0.0,0.0,0.0,0.3846153846153846,0.3846153846153846,0.0
15807,3,2,5,2,5,2.0,5,2,2.0,호텔,친구형,1,제주,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0
15809,3,2,3,3,2,3.0,4,2,2.0,호텔,친구형,1,제주,0.0,0.0,0.0,0.0,0.4106090373280943,0.0,0.5893909626719057,0.0
15810,3,2,3,2,4,1.0,7,2,2.0,호텔,가족형,1,제주,0.0,0.0,0.0,0.0,0.5833333333333334,0.0,0.4166666666666666,0.0
15811,3,2,4,1,1,3.0,6,3,2.0,호텔,친구형,1,제주,0.0,0.0,0.0,0.0,0.3442622950819672,0.0,0.6557377049180327,0.0
15812,3,2,2,1,4,3.0,6,2,2.0,호텔,가족형,1,제주,0.244,0.1463414634146341,0.0,0.0,0.0,0.2439024390243902,0.3658536585365853,0.0
15813,3,2,4,2,2,3.0,3,4,2.0,호텔,친구형,1,제주,0.312,0.0625,0.0,0.0,0.0,0.15625,0.4687499999999999,0.0
15814,3,2,5,2,6,3.0,2,2,2.0,호텔,가족형,1,제주,0.0,0.0,0.0,0.0,0.5121951219512195,0.0,0.4878048780487805,0.0
15816,3,1,5,4,5,1.0,1,2,3.0,호텔,친구형,1,제주,0.3,0.25,0.0,0.0,0.0,0.45,0.0,0.0
15818,1,2,4,4,5,1.0,5,1,4.0,콘도미니엄/리조트,가족형,1,제주,0.214,0.1069518716577541,0.1069518716577541,0.0,0.0,0.3208556149732623,0.2139037433155077,0.0374331550802139
15819,1,2,2,1,1,7.0,2,2,2.0,호텔,복합형(가족+친구),1,제주,0.151,0.10062893081761,0.0,0.0,0.0,0.1069182389937106,0.6289308176100628,0.0125786163522012
15820,1,1,2,1,5,1.0,6,1,2.0,호텔,가족형,1,제주,0.326,0.108695652173913,0.0217391304347826,0.0,0.0108695652173913,0.0978260869565217,0.4347826086956522,0.0
15823,1,2,3,1,4,11.0,6,3,1.0,호텔,친구형,1,제주,0.088,0.0526315789473684,0.0,0.0,0.0,0.1578947368421052,0.7017543859649124,0.0
15825,1,2,2,1,1,3.0,1,2,1.0,민박/펜션,친구형,1,제주,0.297,0.2974714923153199,0.0,0.0,0.0,0.1983143282102131,0.1983143282102131,0.008428358948934
15827,1,2,5,1,5,1.0,3,2,2.0,친척 또는 친구 집,혼자형,1,제주,0.394,0.1259842519685045,0.0,0.0,0.0,0.1574803149606298,0.3149606299212596,0.0078740157480315
15828,1,2,2,1,1,3.0,3,2,2.0,호텔,가족형,1,제주,0.268,0.0557413600891863,0.0,0.0,0.0,0.2229654403567446,0.4459308807134893,0.007803790412486
15829,1,1,2,1,6,5.0,6,2,3.0,호텔,가족형,3,서울,0.31,0.0,0.0,0.0,0.0,0.6896551724137931,0.0,0.0
15830,2,2,3,2,2,3.0,3,2,2.0,호텔,친구형,1,제주,0.243,0.0776699029126213,0.0,0.0,0.0,0.1941747572815534,0.4854368932038835,0.0
15831,1,2,2,1,3,10.0,6,4,1.0,호텔,친구형,1,제주,0.25,0.0,0.0,0.0,0.0,0.125,0.625,0.0
15832,1,2,3,1,6,10.0,1,3,2.0,호텔,친구형,1,제주,0.045,0.0181818181818181,0.0,0.0,0.0,0.0272727272727272,0.9090909090909092,0.0
15833,1,1,2,1,4,1.0,2,1,2.0,콘도미니엄/리조트,가족형,1,제주,0.601,0.0288461538461538,0.0,0.0,0.0,0.2884615384615385,0.048076923076923,0.0336538461538461
15835,1,1,4,1,5,1.0,2,3,2.0,호텔,혼자형,1,제주,0.233,0.0697674418604651,0.0,0.0,0.0,0.2325581395348837,0.4651162790697675,0.0
15836,1,2,2,1,6,5.0,6,2,3.0,호텔,친구형,1,제주,0.211,0.1578947368421052,0.0,0.0,0.0,0.3157894736842105,0.3157894736842105,0.0
15837,1,2,3,4,5,6.0,4,1,1.0,호텔,친구형,1,제주,0.787,0.0236220472440944,0.0,0.0,0.0,0.1771653543307087,0.0,0.0118110236220472
15839,1,2,3,4,5,1.0,6,2,1.0,호텔,친구형,1,제주,0.442,0.0265486725663716,0.0,0.0,0.0,0.1769911504424775,0.3539823008849563,0.0
15840,1,2,4,3,7,10.0,4,4,2.0,호텔,친구형,1,제주,0.312,0.0520833333333333,0.0,0.0,0.0,0.1041666666666666,0.5208333333333334,0.0104166666666666
15841,1,2,5,1,7,2.0,2,2,2.0,호텔,친구형,1,제주,0.288,0.0192307692307692,0.0,0.0,0.0,0.1923076923076924,0.4807692307692307,0.0192307692307692
15842,1,2,2,1,7,10.0,6,3,2.0,호텔,단체형,1,제주,0.123,0.0573770491803278,0.0,0.0,0.0,0.1639344262295082,0.6557377049180328,0.0
15843,1,2,3,2,2,4.0,5,3,2.0,호텔,가족형,1,제주,0.139,0.0184928340268146,0.0,0.0,0.0,0.1433194637078129,0.6934812760055481,0.0060101710587147
15844,1,1,3,2,4,3.0,6,4,1.0,호텔,가족형,1,제주,0.085,0.017094017094017,0.0,0.0,0.0,0.0427350427350427,0.8547008547008548,0.0
15846,1,1,3,1,1,4.0,6,2,2.0,호텔,직장형,1,제주,0.235,0.0,0.0,0.0,0.0,0.1764705882352941,0.5882352941176471,0.0
15848,5,2,2,1,1,1.0,3,1,2.0,호텔,가족형,1,제주,0.0,0.0,0.0,0.0,0.4999166527754633,0.0,0.5000833472245367,0.0
15849,5,2,4,1,7,2.0,3,2,2.0,호텔,가족형,1,제주,0.0,0.0,0.0,0.0,0.425287356321839,0.0,0.574712643678161,0.0
15851,5,2,5,1,5,1.0,4,2,2.0,호텔,가족형,1,제주,0.0,0.0,0.0,0.0,0.4512195121951219,0.0,0.5487804878048781,0.0
15852,5,2,3,1,1,4.0,6,2,2.0,호텔,가족형,1,제주,0.0,0.0,0.0,0.0,0.3814432989690721,0.0,0.6185567010309279,0.0
15853,5,1,3,1,5,1.0,3,2,2.0,호텔,가족형,1,제주,0.0,0.0,0.0,0.0,0.0907441016333938,0.0018148820326678,0.9074410163339384,0.0
15854,3,2,2,3,5,2.0,2,2,2.0,민박/펜션,가족형,1,제주,0.304,0.1518987341772152,0.0,0.0,0.0,0.2531645569620255,0.2531645569620255,0.0379746835443038
15855,1,2,2,1,6,1.0,4,2,2.0,호텔,친구형,1,제주,0.725,0.0241545893719806,0.0,0.0,0.0,0.144927536231884,0.0966183574879227,0.0096618357487922
15856,1,2,2,1,6,10.0,4,2,2.0,호텔,친구형,1,제주,0.851,0.0392670157068062,0.0,0.0,0.0,0.1047120418848165,0.0,0.0052356020942408
15857,1,2,3,2,6,3.0,1,2,2.0,호텔,가족형,1,제주,0.264,0.070298769771529,0.0,0.0,0.0,0.2196836555360285,0.4393673110720559,0.0070298769771529
15858,1,2,3,1,5,1.0,1,2,2.0,호텔,가족형,1,제주,0.294,0.088235294117647,0.0,0.0,0.0,0.2254901960784313,0.392156862745098,0.0
15859,1,1,5,1,8,3.0,8,2,2.0,호텔,직장형,1,제주,0.0,0.0,0.0,0.0,0.2,0.0,0.8,0.0
15861,10,1,2,1,1,2.0,3,1,3.0,호텔,단체형,1,제주,0.395,0.0,0.0,0.0,0.0,0.5263157894736842,0.0789473684210526,0.0
15862,10,1,3,1,4,6.0,3,1,4.0,게스트하우스/호스텔,가족형,2,제주,0.25,0.2499999999999996,0.0,0.0,0.0,0.3333333333333338,0.1666666666666669,0.0
15864,10,2,4,2,6,3.0,3,2,3.0,호텔,가족형,1,제주,0.312,0.125,0.03125,0.0,0.0,0.21875,0.3125,0.0
15865,10,2,5,3,2,3.0,6,2,3.0,호텔,가족형,1,제주,0.369,0.1384615384615384,0.0,0.0,0.0,0.246153846153846,0.246153846153846,0.0
15866,10,2,3,1,4,3.0,6,2,3.0,게스트하우스/호스텔,친구형,1,제주,0.382,0.3053435114503816,0.0,0.0,0.0,0.2671755725190839,0.0458015267175572,0.0
15868,1,2,3,1,4,3.0,4,2,1.0,호텔,가족형,1,제주,0.2,0.0749999999999999,0.0,0.0,0.0,0.2750000000000001,0.4499999999999998,0.0
15869,1,2,3,1,7,1.0,4,1,2.0,호텔,친구형,1,제주,0.254,0.1088929219600724,0.0,0.0,0.0,0.435571687840291,0.1814882032667875,0.0199637023593466
15870,1,2,4,1,1,3.0,4,2,2.0,호텔,친구형,1,제주,0.125,0.0914554481316959,0.0,0.0,0.0,0.3658217925267831,0.3919519205644109,0.0261301280376273
15871,1,2,2,1,4,3.0,1,2,2.0,호텔,친구형,1,제주,0.392,0.0196078431372548,0.0,0.0,0.0,0.392156862745098,0.196078431372549,0.0
15873,1,1,4,1,4,2.0,4,2,1.0,호텔,가족형,1,제주,0.067,0.1123595505617977,0.0,0.0,0.0,0.1348314606741573,0.6741573033707865,0.0112359550561797
15876,1,2,5,1,1,3.0,3,2,2.0,호텔,가족형,1,제주,0.298,0.0531914893617021,0.0,0.0,0.0,0.3191489361702127,0.3191489361702127,0.0106382978723404
15878,1,2,5,1,5,3.0,7,2,2.0,호텔,가족형,1,제주,0.129,0.0257352941176471,0.0,0.0,0.0,0.1102941176470589,0.7352941176470589,0.0
15879,1,1,3,3,5,5.0,2,2,2.0,호텔,가족형,1,제주,0.25,0.125,0.0,0.0,0.0,0.25,0.3749999999999999,0.0
15880,1,1,5,1,4,6.0,3,3,2.0,호텔,직장형,1,제주,0.158,0.1052631578947368,0.0,0.0,0.0,0.2105263157894737,0.5263157894736843,0.0
15881,1,2,2,3,5,4.0,1,2,1.0,호텔,가족형,1,제주,0.3,0.05,0.0,0.0,0.0,0.15,0.5,0.0
15882,1,1,3,2,7,3.0,2,2,2.0,호텔,가족형,1,제주,0.229,0.0763358778625954,0.0,0.0,0.0,0.2290076335877862,0.4580152671755724,0.0076335877862595
15883,1,2,2,1,7,3.0,1,2,2.0,호텔,친구형,1,제주,0.263,0.0350877192982456,0.0,0.1403508771929824,0.0,0.2105263157894736,0.3508771929824562,0.0
15884,1,1,5,1,7,1.0,1,2,2.0,호텔,가족형,1,제주,0.134,0.0357142857142857,0.0223214285714286,0.0,0.0,0.1339285714285711,0.6696428571428578,0.0044642857142857
15885,1,2,5,1,6,3.0,3,2,2.0,호텔,가족형,1,제주,0.233,0.093167701863354,0.0,0.0,0.0,0.2018633540372673,0.46583850931677,0.0062111801242236
15886,1,1,4,1,5,9.0,1,3,2.0,호텔,친구형,1,제주,0.288,0.0769230769230769,0.0,0.0,0.048076923076923,0.2884615384615384,0.2884615384615384,0.0096153846153846
15888,2,2,2,3,5,3.0,3,2,2.0,호텔,친구형,1,부산,0.214,0.033467202141901,0.0,0.0,0.0,0.2008032128514053,0.5354752342704155,0.0160642570281124
15889,2,1,4,2,2,1.0,6,2,2.0,호텔,친구형,1,부산,0.2,0.032,0.0479999999999999,0.0,0.0,0.32,0.4,0.0
15890,3,2,5,1,1,10.0,3,2,2.0,호텔,복합형(가족+친구),1,부산,0.018,0.0,0.0,0.0,0.6134969325153373,0.0,0.3680981595092024,0.0
15891,3,1,5,1,4,3.0,1,2,2.0,호텔,복합형(가족+친구),2,부산,0.016,0.0,0.0,0.0,0.6623794212218653,0.0,0.3215434083601283,0.0
15892,3,2,6,1,5,4.0,3,2,2.0,호텔,단체형,1,부산,0.0,0.0,0.0,0.0,0.7890295358649789,0.0,0.210970464135021,0.0
15894,11,2,4,4,7,5.0,5,3,4.0,호텔,혼자형,1,서울,0.023,0.0115420129270544,0.0,0.0,0.0,0.0346260387811633,0.9233610341643584,0.0073868882733148
15895,3,2,4,1,4,4.0,4,2,2.0,호텔,복합형(가족+친구),2,부산,0.015,0.0,0.0,0.0,0.6153846153846153,0.0,0.3692307692307692,0.0
15896,3,2,5,1,4,3.0,5,2,2.0,호텔,단체형,2,부산,0.0,0.0,0.0,0.0,0.7302158273381295,0.0,0.2517985611510791,0.0179856115107913
15899,11,2,2,1,6,5.0,6,4,4.0,호텔,친구형,2,서울,0.26,0.0086730268863833,0.0086730268863833,0.0,0.0,0.5464006938421514,0.1734605377276667,0.002601908065915
15900,3,1,3,1,3,3.0,6,2,2.0,민박/펜션,단체형,1,서울,0.213,0.0638297872340426,0.0,0.0,0.0,0.5531914893617023,0.1702127659574465,0.0
15901,3,2,2,1,1,3.0,4,2,2.0,호텔,복합형(가족+친구),1,부산,0.023,0.0,0.0,0.0,0.6480263157894738,0.0,0.3289473684210525,0.0
15902,3,1,4,2,2,10.0,5,2,2.0,호텔,직장형,3,서울,0.022,0.0,0.0,0.0,0.7111111111111111,0.0,0.2666666666666666,0.0
15903,3,2,4,2,5,3.0,3,2,2.0,호텔,단체형,1,부산,0.0,0.0,0.0,0.0,0.7808764940239044,0.0,0.2191235059760956,0.0
15905,3,2,5,1,1,3.0,4,2,2.0,호텔,복합형(가족+친구),1,부산,0.017,0.0,0.0,0.0,0.6735395189003439,0.0,0.3092783505154636,0.0
15906,97,1,3,1,1,5.0,6,2,2.0,호텔,혼자형,1,서울,0.215,0.0615384615384615,0.0153846153846153,0.0,0.0,0.6923076923076923,0.0,0.0153846153846153
15909,3,2,4,2,5,3.0,5,2,2.0,호텔,단체형,2,부산,0.0,0.0,0.0,0.0,0.66996699669967,0.0,0.33003300330033,0.0
15911,3,1,5,2,4,1.0,2,2,2.0,호텔,직장형,2,경북,0.0,0.0,0.0,0.0,0.6923076923076924,0.0,0.3076923076923077,0.0
15916,3,2,2,4,6,2.0,2,3,3.0,호텔,친구형,1,서울,0.161,0.0241157556270096,0.0,0.0,0.0,0.1607717041800643,0.6430868167202572,0.0112540192926045
15918,3,2,4,2,4,1.0,6,3,2.0,호텔,단체형,3,서울,0.254,0.0634249471458774,0.0,0.0,0.0,0.2536997885835091,0.422832980972516,0.0063424947145877
15919,2,2,6,3,5,3.0,6,2,2.0,호텔,가족형,1,부산,0.152,0.0151515151515151,0.0,0.1515151515151517,0.0,0.2272727272727271,0.4545454545454542,0.0
15924,4,1,5,1,1,3.0,3,2,3.0,호텔,가족형,3,서울,0.293,0.151371807000946,0.0804162724692526,0.0,0.0,0.4068117313150427,0.0567644276253548,0.0113528855250709
15925,3,1,2,1,7,5.0,2,2,2.0,호텔,친구형,2,부산,0.098,0.4371584699453552,0.0,0.0,0.0,0.2732240437158469,0.1912568306010929,0.0
15927,16,1,6,1,1,5.0,6,3,3.0,호텔,가족형,2,서울,0.363,0.1025641025641025,0.0213675213675213,0.0,0.0,0.4700854700854699,0.0427350427350427,0.0
15930,3,1,3,2,2,4.0,3,2,2.0,호텔,친구형,1,부산,0.175,0.0218340611353712,0.0305676855895196,0.0,0.0,0.2401746724890826,0.5240174672489081,0.0087336244541484
15931,2,2,5,2,7,3.0,1,2,1.0,호텔,친구형,1,부산,0.462,0.0659340659340659,0.0,0.0,0.0,0.4395604395604395,0.0,0.0329670329670329
15933,13,1,2,1,1,1.0,6,2,3.0,호텔,가족형,2,서울,0.37,0.0987654320987654,0.037037037037037,0.0,0.0,0.2469135802469135,0.2469135802469135,0.0
15934,5,2,3,3,2,3.0,1,2,2.0,호텔,친구형,2,부산,0.287,0.0478927203065134,0.057471264367816,0.0,0.0,0.2107279693486595,0.3831417624521073,0.0134099616858237
15935,13,2,5,1,1,4.0,6,2,3.0,호텔,가족형,1,서울,0.305,0.0853658536585365,0.0,0.0,0.0,0.3658536585365854,0.2439024390243902,0.0
15937,4,2,5,4,3,11.0,6,2,2.0,기타,가족형,1,서울,0.252,0.0943396226415094,0.0,0.0,0.0,0.628930817610063,0.0251572327044025,0.0
15938,13,2,2,1,1,1.0,4,2,2.0,호텔,가족형,1,서울,0.268,0.0357142857142857,0.0714285714285714,0.0,0.0,0.3571428571428571,0.2678571428571428,0.0
15940,5,2,5,4,7,10.0,5,3,3.0,호텔,친구형,1,서울,0.217,0.0869565217391304,0.0,0.0,0.2608695652173913,0.0,0.4347826086956521,0.0
15941,13,1,2,1,1,10.0,3,2,3.0,호텔,친구형,1,서울,0.315,0.0449438202247191,0.0786516853932584,0.0,0.0,0.3370786516853932,0.2247191011235954,0.0
15942,8,2,4,1,7,6.0,3,2,4.0,호텔,가족형,4,서울,0.462,0.0256410256410256,0.0,0.0,0.0,0.3384615384615383,0.1743589743589744,0.0
15943,5,2,3,1,1,5.0,6,2,2.0,호텔,단체형,3,서울,0.025,0.0,0.0,0.0,0.8114754098360651,0.0,0.1639344262295085,0.0
15945,13,2,2,2,3,1.0,6,2,3.0,호텔,친구형,1,서울,0.2,0.0499999999999999,0.0,0.0,0.0,0.25,0.5,0.0
15946,1,2,3,4,2,1.0,2,4,2.0,호텔,친구형,1,서울,0.044,0.015817223198594,0.0,0.3567662565905097,0.0,0.0527240773286467,0.5272407732864676,0.0035149384885764
15949,13,2,3,2,2,5.0,3,2,2.0,호텔,직장형,2,서울,0.198,0.6047430830039525,0.0,0.0,0.0,0.0,0.1976284584980237,0.0
15952,2,2,5,1,6,2.0,4,2,1.0,호텔,가족형,1,서울,0.267,0.0666666666666666,0.0,0.0,0.0,0.4166666666666667,0.25,0.0
15953,2,2,4,4,2,1.0,1,2,1.0,호텔,가족형,1,서울,0.231,0.0297029702970297,0.0,0.0,0.0,0.198019801980198,0.528052805280528,0.0132013201320132
15954,2,2,2,2,6,10.0,2,2,1.0,호텔,친구형,1,서울,0.216,0.0216138328530259,0.0216138328530259,0.1440922190201732,0.4394812680115269,0.0,0.1440922190201732,0.0129682997118155
15956,2,2,2,4,6,10.0,4,3,2.0,호텔,친구형,1,서울,0.078,0.0392156862745097,0.0,0.0784313725490194,0.1960784313725489,0.0,0.5882352941176474,0.0196078431372548
15957,13,2,5,1,4,6.0,6,3,2.0,호텔,기타형,3,서울,0.0,0.0,0.0,0.0,0.6428571428571429,0.0,0.3571428571428571,0.0
15959,18,1,2,1,1,4.0,6,2,2.0,게스트하우스/호스텔,혼자형,2,서울,0.489,0.0444444444444444,0.0,0.0,0.0,0.3333333333333333,0.1333333333333333,0.0
15960,2,1,2,1,4,10.0,6,4,1.0,호텔,직장형,1,서울,0.079,0.0138067061143984,0.788954635108481,0.0,0.0,0.0788954635108481,0.0394477317554241,0.0
15961,13,2,3,1,1,2.0,6,2,3.0,호텔,기타형,1,서울,0.213,0.0425531914893617,0.0,0.0,0.0,0.2127659574468085,0.5319148936170213,0.0
15964,3,2,2,1,6,2.0,5,2,2.0,호텔,가족형,1,부산,0.0,0.0,0.0,0.0,0.7658227848101266,0.0,0.2109704641350211,0.0232067510548523
15965,13,1,3,3,2,5.0,6,2,3.0,호텔,기타형,1,서울,0.283,0.0566037735849056,0.0,0.0,0.0,0.3773584905660377,0.2830188679245283,0.0
15967,2,2,4,4,2,5.0,6,2,2.0,호텔,가족형,1,서울,0.243,0.0381944444444443,0.0520833333333333,0.0,0.0,0.2777777777777778,0.3472222222222227,0.0416666666666665
15969,2,1,5,4,5,1.0,4,3,1.0,호텔,친구형,1,서울,0.124,0.027027027027027,0.0,0.0,0.2972972972972973,0.0,0.5405405405405406,0.0108108108108108
15971,13,1,3,1,1,4.0,6,2,3.0,호텔,가족형,2,서울,0.33,0.0549450549450549,0.0109890109890109,0.0,0.0,0.2747252747252747,0.3296703296703296,0.0
15973,2,1,4,3,7,1.0,3,2,1.0,호텔,복합형(가족+친구),1,서울,0.248,0.0248447204968944,0.0,0.0,0.5714285714285715,0.0,0.124223602484472,0.031055900621118
15975,13,2,3,1,1,1.0,4,2,4.0,호텔,기타형,2,서울,0.174,0.1304347826086956,0.0,0.0,0.0,0.2608695652173913,0.4347826086956522,0.0
15983,4,2,5,1,1,1.0,3,2,3.0,호텔,가족형,1,서울,0.348,0.0434782608695652,0.0,0.0,0.0,0.3478260869565217,0.2608695652173913,0.0
15984,4,2,5,1,1,3.0,4,3,3.0,호텔,가족형,3,서울,0.281,0.1685393258426966,0.0561797752808988,0.0674157303370786,0.0,0.2415730337078651,0.1685393258426966,0.0168539325842696
15985,4,2,2,1,1,4.0,6,2,3.0,호텔,혼자형,1,서울,0.286,0.0476190476190476,0.0,0.0,0.0,0.4761904761904761,0.1904761904761904,0.0
15987,10,2,2,2,7,1.0,6,2,3.0,호텔,가족형,3,서울,0.017,0.0,0.0,0.0,0.771812080536913,0.0,0.2013422818791944,0.0100671140939597
15988,2,2,2,2,5,1.0,4,2,2.0,게스트하우스/호스텔,친구형,1,부산,0.333,0.0565723793677204,0.0,0.0,0.0,0.2495840266222961,0.3327787021630615,0.0282861896838602
15989,10,2,4,1,4,9.0,5,1,3.0,호텔,가족형,4,서울,0.022,0.0,0.0,0.0,0.72463768115942,0.0,0.2536231884057974,0.0
15992,10,2,3,1,1,2.0,2,3,3.0,호텔,친구형,3,서울,0.013,0.0,0.0,0.0,0.6578947368421052,0.0,0.3289473684210526,0.0
15994,4,2,3,1,1,1.0,6,3,1.0,호텔,가족형,1,서울,0.312,0.0416666666666666,0.0208333333333333,0.0,0.0,0.625,0.0,0.0
15995,4,1,2,2,4,9.0,6,2,4.0,호텔,가족형,1,서울,0.253,0.0440625688477635,0.0,0.0,0.0,0.6100462656972911,0.0660938532716455,0.0264375413086582
15997,10,1,2,1,1,10.0,5,2,4.0,호텔,가족형,2,서울,0.193,0.141388174807198,0.012853470437018,0.0,0.0,0.2570694087403601,0.3856041131105391,0.0102827763496144
15999,6,2,2,2,2,7.0,4,2,3.0,모텔/여관,친구형,1,부산,0.157,0.0223964165733482,0.0,0.5039193729003361,0.0,0.1399776035834264,0.1679731243001122,0.0089585666293393
16000,3,1,2,1,6,5.0,6,2,3.0,게스트하우스/호스텔,친구형,2,서울,0.309,0.1104972375690606,0.1657458563535908,0.0,0.0,0.1767955801104973,0.2209944751381216,0.016574585635359
16001,10,2,5,1,1,6.0,1,3,2.0,호텔,가족형,3,서울,0.042,0.0,0.0,0.0,0.7354184277261199,0.0,0.2113271344040576,0.0109890109890109
16002,97,1,2,1,1,1.0,6,2,3.0,호텔,친구형,1,서울,0.37,0.074074074074074,0.0,0.0,0.0,0.5555555555555556,0.0,0.0
16003,3,2,2,2,6,2.0,6,2,2.0,호텔,친구형,1,부산,0.195,0.0406504065040651,0.0528455284552845,0.0,0.0,0.2642276422764226,0.4471544715447153,0.0
16004,2,2,2,1,1,2.0,5,2,2.0,게스트하우스/호스텔,친구형,1,부산,0.31,0.0451612903225806,0.0,0.0,0.0,0.2709677419354839,0.3483870967741935,0.0258064516129032
16006,3,1,5,1,1,4.0,4,2,2.0,호텔,복합형(가족+친구),2,부산,0.021,0.0,0.0,0.0,0.614008941877794,0.0,0.3576751117734728,0.007451564828614
16007,97,2,2,1,1,4.0,6,2,3.0,호텔,친구형,2,서울,0.269,0.1153846153846153,0.0,0.0,0.0,0.3846153846153846,0.2307692307692307,0.0
16008,13,2,4,1,1,4.0,6,2,3.0,호텔,복합형(가족+친구),3,서울,0.271,0.1271186440677967,0.0932203389830509,0.0,0.0,0.1694915254237285,0.3389830508474581,0.0
16010,2,2,4,4,6,10.0,5,2,2.0,호텔,친구형,1,서울,0.239,0.0318725099601593,0.0318725099601593,0.2390438247011953,0.0,0.1195219123505971,0.3187250996015938,0.0199203187250995
16011,2,1,3,4,8,9.0,4,2,1.0,호텔,혼자형,1,인천,0.186,0.0,0.0,0.0,0.0,0.8139534883720929,0.0,0.0
16012,9,2,3,3,4,1.0,6,2,2.0,호텔,친구형,1,서울,0.082,0.026595744680851,0.0,0.0,0.0,0.3989361702127659,0.4654255319148936,0.026595744680851
16015,9,2,4,3,2,2.0,3,2,2.0,호텔,친구형,1,서울,0.093,0.0648148148148148,0.0,0.0,0.0,0.5555555555555555,0.2777777777777777,0.0092592592592592
16018,9,1,4,4,2,1.0,5,2,3.0,호텔,가족형,3,서울,0.407,0.2542372881355932,0.0,0.0,0.0,0.1694915254237288,0.1694915254237288,0.0
16020,1,2,5,1,4,1.0,6,2,2.0,호텔,가족형,1,부산,0.052,0.0,0.0,0.0,0.6719022687609075,0.0,0.2617801047120418,0.0139616055846422
16021,14,2,6,1,1,1.0,5,2,3.0,호텔,가족형,2,서울,0.2,0.0781563126252504,0.0400801603206412,0.0,0.0,0.6412825651302603,0.0400801603206412,0.0
16023,9,1,5,4,2,3.0,6,2,2.0,호텔,친구형,3,서울,0.32,0.0933333333333333,0.0266666666666666,0.0,0.0,0.4,0.1333333333333333,0.0266666666666666
