아이디,국가별,성별,연령별,문1. 주요 방한 목적,한국 방문횟수(카테고리),문1-1. 한국여행 관심 계기_1,문3-1. 고려한 관광활동_1,문3-2. 고려한 관광인프라_1,"문10. 1인 1일 지출경비(상하위 1% 대체, 61일 이상 결측)",문9-3. 총 체재기간_61일 이상 결측,숙박시설_그룹,여행동반자_그룹,방문 지역 수,주요 체재 지역,총 국내 지출경비,식비_비율,국내 교통비_비율,체험/활동비_비율,뷰티/의료비_비율,여행 서비스비_비율,숙박비_비율,쇼핑비_비율,기타 비용_비율
12441,10,2,4,1,1,1.0,5.0,3.0,215.0553,5.0,호텔,복합형(가족+친구),2,부산,674.1589574607331,0.1774530271398744,0.06263048016701447,0.06263048016701447,0.0,0.0,0.26096033402922797,0.4175365344467642,0.018789144050104373
12442,6,1,5,1,1,1.0,3.0,5.0,483.874425,4.0,호텔,복합형(가족+친구),1,부산,1582.1467786140108,0.07748404740200548,0.013673655423883326,0.03646308113035551,0.0,0.0,0.6836827711941662,0.18231540565177726,0.006381039197812197
12443,6,1,3,1,2,8.0,6.0,6.0,148.149206666667,4.0,호텔,가족형,1,부산,377.54152666666704,0.27848101265822767,0.15822784810126558,0.012658227848101262,0.0,0.0,0.3164556962025322,0.22151898734177203,0.012658227848101262
12444,3,2,3,1,1,7.0,3.0,5.0,201.3,5.0,호텔,복합형(가족+친구),1,부산,1006.4999999999997,0.018126888217522705,0.0,0.0,0.0,0.6193353474320241,0.0,0.3625377643504532,0.0
12445,7,1,2,1,1,9.0,1.0,6.0,163.0836025,4.0,호텔,단체형,2,부산,652.3344099999999,0.28571428571428575,0.5384615384615384,0.01098901098901099,0.0,0.0,0.0,0.16483516483516483,0.0
12446,3,2,2,1,1,7.0,5.0,3.0,170.8,5.0,호텔,복합형(가족+친구),2,부산,854.0000000000003,0.025500910746812402,0.0,0.0,0.0,0.7140255009107466,0.0,0.255009107468124,0.005464480874316943
12447,3,2,4,1,1,7.0,3.0,4.0,219.6,5.0,호텔,복합형(가족+친구),2,부산,1097.9999999999995,0.014084507042253558,0.0,0.0,0.0,0.5492957746478876,0.0,0.43661971830985896,0.0
12448,8,2,4,1,1,1.0,7.0,1.0,229.39232,5.0,호텔,친구형,2,부산,767.5595440203563,0.20912547528517056,0.05893536121673004,0.07604562737642592,0.0,0.0,0.16159695817490544,0.4752851711026617,0.019011406844106415
12451,9,2,3,1,1,1.0,2.0,3.0,179.21275,6.0,모텔/여관,친구형,1,부산,689.2064800531908,0.28008298755186684,0.031120331950207556,0.10373443983402503,0.0,0.0,0.15560165975103776,0.41493775933609933,0.014522821576763496
12454,13,2,3,1,1,9.0,3.0,1.0,226.0,4.0,호텔,친구형,1,부산,900.0,0.3,0.05555555555555555,0.0,0.05555555555555555,0.0,0.3111111111111111,0.2777777777777778,0.0
12458,19,1,2,1,1,8.0,1.0,6.0,401.428571428571,7.0,호텔,친구형,2,서울,1310.0,0.3282442748091603,0.10687022900763359,0.0916030534351145,0.0,0.0,0.3816793893129771,0.07633587786259542,0.015267175572519083
12459,3,2,2,1,1,5.0,1.0,3.0,218.639555,4.0,호텔,단체형,1,부산,874.55822,0.0,0.0,0.0,0.0,0.7295081967213115,0.0,0.27049180327868855,0.0
12461,2,1,5,1,3,2.0,1.0,3.0,335.0,4.0,호텔,친구형,1,부산,1215.6701030927832,0.0,0.03409090909090913,0.2840909090909091,0.0,0.0,0.45454545454545475,0.227272727272727,0.0
12463,2,2,5,1,4,2.0,1.0,1.0,268.0,3.0,호텔,친구형,1,부산,673.769820971867,0.1525940996948124,0.020345879959308224,0.0,0.0,0.0,0.20345879959308222,0.6103763987792468,0.013224821973550363
12469,17,2,1,1,1,6.0,5.0,11.0,250.0,8.0,호텔,가족형,1,서울,989.8989898989905,0.22108843537414946,0.1326530612244897,0.03401360544217688,0.0,0.0,0.23809523809523825,0.3401360544217688,0.03401360544217688
12470,17,2,4,1,2,3.0,13.0,10.0,314.285714285714,7.0,호텔,가족형,2,서울,1197.7220956719816,0.14644351464435149,0.14644351464435124,0.0523012552301255,0.04184100418410042,0.0,0.1778242677824269,0.4184100418410041,0.0167364016736402
12476,19,2,2,1,1,8.0,7.0,6.0,143.84,15.0,호텔,복합형(가족+친구),2,서울,1210.3609756097565,0.2608695652173915,0.13043478260869568,0.0,0.0,0.0,0.4347826086956518,0.17391304347826103,0.0
12477,19,2,5,1,1,11.0,6.0,12.0,213.063,10.0,민박/펜션,가족형,2,서울,482.15268015170625,0.22346368715083811,0.13966480446927387,0.0,0.0,0.0,0.3910614525139662,0.22346368715083811,0.02234636871508381
12478,5,2,3,1,2,4.0,8.0,3.0,460.8,5.0,호텔,복합형(가족+친구),1,서울,2078.4248028283905,0.18088634308109772,0.030147723846849578,0.0,0.0,0.0,0.18088634308109772,0.6029544769369906,0.005125113053964415
12479,19,2,4,1,1,1.0,6.0,10.0,22.0,9.0,호텔,가족형,3,서울,177.75197492163022,0.29585798816568043,0.08875739644970414,0.0,0.0,0.0,0.4733727810650887,0.11834319526627217,0.023668639053254437
12480,19,2,3,1,2,2.0,6.0,6.0,173.806666666667,18.0,콘도미니엄/리조트,친구형,2,서울,1462.1261855670089,0.14705882352941174,0.09191176470588215,0.007352941176470565,0.0,0.0,0.3676470588235295,0.3676470588235295,0.018382352941176513
12481,5,2,1,1,2,7.0,2.0,4.0,170.666666666667,9.0,호텔,가족형,1,서울,1038.5101214574895,0.23952095808383236,0.19161676646706588,0.023952095808383235,0.0,0.0,0.28742514970059885,0.23952095808383236,0.017964071856287404
12482,19,1,2,1,1,3.0,5.0,3.0,191.786666666667,27.0,호텔,가족형,5,부산,3560.04,0.30303030303030304,0.3181818181818182,0.0,0.0,0.0,0.3787878787878788,0.0,0.0
12483,19,1,2,1,1,6.0,5.0,9.0,809.1,2.0,호텔,친구형,2,인천,184.35189873417687,0.1111111111111115,0.055555555555555476,0.0,0.0,0.0,0.5555555555555547,0.27777777777777846,0.0
12484,19,2,2,1,1,1.0,3.0,5.0,224.3904,25.0,모텔/여관,친구형,2,서울,2391.924435946461,0.40358744394618895,0.06726457399103133,0.0,0.0,0.0,0.4484304932735419,0.06726457399103149,0.0134529147982063
12485,19,1,5,1,1,7.0,3.0,6.0,258.912,8.0,호텔,가족형,1,서울,678.2878261769273,0.0947867298578199,0.0221169036334913,0.06319115323854664,0.0,0.0,0.6319115323854664,0.15797788309636623,0.03001579778830969
12486,16,1,2,1,1,1.0,12.0,6.0,396.408,8.0,기타,혼자형,1,서울,942.4639999999999,0.40540540540540543,0.060810810810810814,0.07432432432432433,0.0,0.0,0.4189189189189189,0.0,0.04054054054054054
12487,19,1,2,1,1,1.0,10.0,4.0,254.989090909091,11.0,호텔,가족형,1,서울,1500.2846511627913,0.15942028985507248,0.08695652173913038,0.0,0.0,0.0,0.2898550724637681,0.4347826086956522,0.028985507246376815
12490,19,2,2,1,1,8.0,7.0,3.0,293.673333333333,9.0,호텔,친구형,1,서울,1555.3809876543212,0.08741258741258748,0.08041958041958049,0.017482517482517498,0.0,0.0,0.27972027972027996,0.5244755244755243,0.010489510489510499
12492,19,2,2,1,1,8.0,11.0,10.0,192.266133333333,18.0,민박/펜션,친구형,1,서울,1917.762833121018,0.17241379310344826,0.16666666666666669,0.028735632183908046,0.0,0.0,0.28735632183908044,0.3448275862068965,0.0
12493,16,1,2,1,1,8.0,5.0,10.0,175.12,16.0,호텔,가족형,3,서울,1042.260096618356,0.2922077922077922,0.22727272727272724,0.12987012987013005,0.0,0.0,0.3246753246753247,0.0,0.02597402597402597
12494,19,1,2,1,1,4.0,5.0,6.0,208.7478,10.0,기타,가족형,2,서울,1008.6779999999999,0.26737967914438504,0.13368983957219252,0.010695187165775402,0.0,0.0,0.5347593582887701,0.05347593582887701,0.0
12495,1,1,4,1,3,2.0,1.0,1.0,430.9375,4.0,호텔,가족형,1,서울,1248.139042175798,0.16330974414806781,0.070767555797496,0.0,0.0,0.0,0.21774632553075654,0.5443658138268913,0.0038105606967882436
12496,16,1,1,1,1,7.0,4.0,3.0,555.2896,5.0,호텔,가족형,1,서울,1120.768,0.30681818181818177,0.045454545454545456,0.011363636363636364,0.0,0.0,0.3409090909090909,0.28409090909090906,0.011363636363636364
12497,19,1,4,1,1,1.0,5.0,2.0,81.5093333333333,9.0,게스트하우스/호스텔,가족형,1,서울,517.8240000000001,0.16666666666666666,0.08333333333333333,0.2083333333333333,0.0,0.0,0.3333333333333333,0.2083333333333333,0.0
12498,19,1,2,1,1,8.0,6.0,11.0,418.035,6.0,호텔,가족형,1,서울,1156.80375,0.37383177570093457,0.03271028037383178,0.009345794392523364,0.0,0.0,0.4672897196261682,0.08177570093457943,0.035046728971962614
12503,1,1,4,1,4,4.0,2.0,4.0,1195.13333333333,5.0,호텔,가족형,1,서울,4598.784946236559,0.1996007984031936,0.0,0.0,0.0,0.0,0.29940119760479095,0.4990019960079835,0.001996007984031936
12504,1,2,4,1,3,9.0,2.0,10.0,124.11,15.0,친척 또는 친구 집,가족형,4,경기,1721.1481132075492,0.8163265306122449,0.0,0.0,0.0,0.0,0.06122448979591852,0.12244897959183645,0.0
12506,1,2,5,1,1,1.0,5.0,2.0,75.2181818181818,11.0,모텔/여관,가족형,2,서울,714.2399034593722,0.1863932898415662,0.1211556383970178,0.0027958993476234857,0.0,0.0,0.37278657968313095,0.27958993476234856,0.037278657968313096
12507,3,2,5,1,1,1.0,12.0,5.0,217.77,5.0,호텔,가족형,2,경기,1088.85,0.022408963585434174,0.0,0.0,0.0,0.6974789915966387,0.0,0.2801120448179272,0.0
12511,1,1,5,1,4,9.0,7.0,8.0,321.766666666667,3.0,호텔,가족형,1,서울,823.3441176470591,0.10344827586206894,0.08620689655172412,0.0,0.0,0.0,0.12068965517241373,0.6896551724137933,0.0
12513,3,2,2,1,1,7.0,8.0,6.0,229.766666666667,6.0,게스트하우스/호스텔,혼자형,1,서울,1012.6,0.09036144578313253,0.03162650602409638,0.11144578313253012,0.0,0.0,0.1506024096385542,0.6024096385542168,0.013554216867469878
12515,1,2,5,1,4,3.0,1.0,3.0,157.6,7.0,호텔,가족형,2,서울,898.9037037037045,0.1515151515151519,0.06060606060606053,0.0075757575757575725,0.0,0.0,0.3787878787878786,0.3787878787878786,0.022727272727272672
12516,3,2,1,1,1,1.0,5.0,5.0,136.64,5.0,민박/펜션,가족형,1,서울,317.2,0.23076923076923078,0.04807692307692308,0.019230769230769232,0.0,0.0,0.3076923076923077,0.38461538461538464,0.009615384615384616
12517,2,2,2,1,4,7.0,13.0,4.0,340.36,5.0,호텔,친구형,1,서울,1501.1948919449903,0.11135857461024508,0.031180400890868615,0.0,0.3118040089086862,0.0,0.08908685968819606,0.44543429844097965,0.011135857461024508
12520,3,2,2,1,1,7.0,2.0,5.0,793.0,5.0,호텔,직장형,1,서울,3343.039215686275,0.04651162790697663,0.027906976744186036,0.009302325581395356,0.0,0.0,0.2604651162790698,0.6511627906976745,0.004651162790697662
12521,3,2,3,1,1,8.0,7.0,3.0,225.7,5.0,호텔,가족형,1,서울,1128.5000000000002,0.041095890410958874,0.0,0.0,0.0,0.6849315068493149,0.0,0.2739726027397261,0.0
12522,4,1,2,1,1,1.0,11.0,5.0,335.0,6.0,호텔,혼자형,2,서울,710.0,0.4225352112676056,0.14084507042253522,0.0,0.0,0.0,0.4225352112676056,0.0,0.014084507042253521
12523,3,1,4,1,1,1.0,1.0,6.0,138.636363636364,11.0,호텔,가족형,2,인천,1205.6282722513104,0.13245033112582805,0.052980132450331126,0.013245033112582802,0.0,0.0,0.6622516556291385,0.13245033112582805,0.006622516556291385
12524,14,1,2,1,1,8.0,2.0,3.0,469.29075,6.0,호텔,가족형,1,서울,1374.5445,0.15727391874180865,0.039318479685452164,0.0655307994757536,0.0,0.0,0.20969855832241155,0.5242463958060288,0.003931847968545216
12526,3,2,3,1,1,7.0,8.0,6.0,201.3,5.0,호텔,가족형,2,서울,1006.5,0.04037267080745344,0.0,0.0,0.0,0.7732919254658381,0.0,0.1863354037267084,0.0
12527,4,2,3,1,1,1.0,4.0,1.0,293.90891,6.0,호텔,가족형,1,서울,688.1769600000001,0.31249999999999994,0.031249999999999997,0.11458333333333331,0.0,0.0,0.31249999999999994,0.20833333333333331,0.020833333333333332
12528,3,2,4,1,3,4.0,1.0,1.0,347.7,5.0,호텔,가족형,2,인천,1738.4999999999989,0.0,0.0,0.0,0.0,0.6426056338028165,0.0,0.35211267605633845,0.005281690140845071
12530,14,2,4,1,2,8.0,13.0,3.0,504.42,5.0,호텔,혼자형,2,서울,1223.1643776824026,0.17109144542772836,0.14749262536873164,0.03539823008849558,0.0,0.0,0.2654867256637169,0.35398230088495586,0.026548672566371688
12531,3,2,4,1,1,8.0,12.0,2.0,286.7,5.0,호텔,복합형(가족+친구),1,서울,1433.5000000000002,0.0,0.0,0.0,0.0,0.56745182012848,0.0,0.4282655246252674,0.004282655246252674
12533,14,2,4,1,2,2.0,14.0,8.0,690.87525,4.0,호텔,가족형,1,서울,941.6910353866318,0.2307692307692312,0.0,0.0,0.0,0.0,0.3846153846153844,0.3846153846153844,0.0
12536,2,2,4,1,4,2.0,13.0,9.0,301.021428571429,7.0,호텔,가족형,1,서울,2107.15,0.17488076311605721,0.02066772655007949,0.004769475357710652,0.0,0.4769475357710652,0.0,0.3179650238473768,0.004769475357710652
12539,5,2,2,1,1,1.0,4.0,11.0,256.0,8.0,친척 또는 친구 집,혼자형,1,서울,1735.8048780487811,0.1438848920863311,0.10071942446043168,0.028776978417266164,0.3597122302158272,0.0,0.0,0.3597122302158272,0.007194244604316556
12545,5,2,4,1,2,7.0,1.0,2.0,224.0,8.0,호텔,가족형,1,서울,1536.0,0.10416666666666667,0.14583333333333334,0.020833333333333332,0.0,0.0,0.625,0.10416666666666667,0.0
12546,2,2,6,1,1,8.0,1.0,7.0,301.5,4.0,호텔,혼자형,2,서울,1206.0,0.16666666666666666,0.0,0.0,0.2777777777777778,0.5,0.0,0.05555555555555555,0.0
12548,5,2,4,1,2,2.0,12.0,10.0,432.0,8.0,호텔,복합형(가족+친구),2,서울,2185.4117647058833,0.2906976744186046,0.05813953488372101,0.06395348837209311,0.0,0.0,0.2906976744186046,0.2906976744186046,0.005813953488372102
12549,13,2,5,1,1,1.0,5.0,3.0,220.790108,5.0,호텔,가족형,1,서울,530.46974,0.2702702702702703,0.05405405405405406,0.0,0.0,0.0,0.2702702702702703,0.4054054054054054,0.0
12553,5,2,2,1,2,7.0,2.0,3.0,537.6,5.0,호텔,친구형,1,서울,2057.0140845070464,0.24539877300613436,0.01226993865030672,0.0,0.0,0.0,0.12269938650306718,0.6134969325153383,0.006134969325153384
12554,13,1,2,1,1,1.0,6.0,4.0,209.081541666667,6.0,호텔,친구형,1,서울,752.6935500000001,0.2857142857142857,0.03809523809523809,0.08571428571428572,0.0,0.0,0.2857142857142857,0.2857142857142857,0.019047619047619046
12558,5,2,5,1,4,8.0,11.0,6.0,110.933333333333,15.0,민박/펜션,혼자형,1,서울,1664.000000000001,0.29850746268656714,0.014925373134328356,0.0,0.0,0.0,0.373134328358209,0.29850746268656714,0.014925373134328356
12559,1,2,5,1,1,7.0,5.0,5.0,189.229444444444,6.0,호텔,가족형,1,서울,859.5766666666657,0.29411764705882343,0.0,0.010695187165775409,0.0,0.0,0.4278074866310161,0.26737967914438493,0.0
12561,13,2,2,1,1,1.0,5.0,2.0,278.138188,5.0,호텔,가족형,1,서울,817.21014,0.3508771929824562,0.03508771929824561,0.07017543859649122,0.0,0.0,0.2631578947368421,0.2631578947368421,0.017543859649122806
12562,5,2,2,1,4,4.0,3.0,6.0,164.571428571429,7.0,호텔,혼자형,1,서울,960.0,0.4,0.05333333333333334,0.0,0.0,0.0,0.13333333333333333,0.4,0.013333333333333334
12563,5,2,3,1,2,3.0,2.0,6.0,128.0,6.0,호텔,가족형,1,서울,507.66101694915363,0.3205128205128205,0.03205128205128205,0.0,0.0,0.0,0.3205128205128205,0.3205128205128205,0.00641025641025639
12565,13,2,3,1,1,1.0,3.0,3.0,231.440465714286,7.0,호텔,가족형,1,서울,1046.60246,0.273972602739726,0.03424657534246575,0.061643835616438346,0.0,0.0,0.273972602739726,0.3424657534246575,0.0136986301369863
12566,4,2,5,1,1,1.0,5.0,11.0,300.0,9.0,호텔,가족형,3,서울,1188.805970149254,0.1694915254237289,0.19067796610169516,0.021186440677966108,0.0,0.0,0.42372881355932185,0.1694915254237289,0.025423728813559292
12569,13,2,5,1,1,5.0,4.0,3.0,195.939273333333,6.0,호텔,가족형,1,서울,602.1548399999999,0.23809523809523814,0.04761904761904763,0.0,0.0,0.0,0.35714285714285715,0.35714285714285715,0.0
12570,2,2,6,1,2,8.0,1.0,5.0,172.10625,4.0,호텔,가족형,1,서울,688.425,0.17031630170316303,0.043795620437956206,0.04866180048661801,0.0,0.48661800486618007,0.0,0.24330900243309003,0.007299270072992701
12573,13,2,2,1,1,1.0,8.0,1.0,210.276293333333,6.0,호텔,가족형,1,서울,759.86206,0.2830188679245283,0.03773584905660377,0.09433962264150944,0.0,0.0,0.2830188679245283,0.2830188679245283,0.018867924528301886
12574,2,2,2,1,4,7.0,14.0,4.0,213.06,5.0,호텔,친구형,1,서울,897.8000000000001,0.23880597014925373,0.029850746268656716,0.0,0.22388059701492535,0.0,0.11194029850746268,0.3731343283582089,0.022388059701492536
12575,2,2,2,1,3,7.0,13.0,1.0,75.04,5.0,호텔,친구형,1,서울,241.2,0.0,0.16666666666666669,0.0,0.0,0.0,0.8333333333333334,0.0,0.0
12576,13,2,3,1,1,1.0,6.0,8.0,207.88679,6.0,호텔,친구형,1,서울,745.5250400000001,0.3846153846153846,0.03846153846153846,0.07692307692307691,0.0,0.0,0.2884615384615384,0.1923076923076923,0.01923076923076923
12578,13,2,2,1,1,1.0,12.0,11.0,573.4808,2.0,호텔,직장형,1,서울,119.83180895522392,0.11428571428571413,0.05714285714285715,0.0,0.0,0.0,0.6857142857142856,0.1428571428571431,0.0
12584,2,2,3,1,2,2.0,13.0,5.0,335.0,3.0,호텔,친구형,1,서울,1005.0000000000002,0.13271400132714026,0.02786994027869939,0.0,0.1990710019907104,0.36496350364963487,0.0,0.26542800265427957,0.00995355009953552
12585,13,1,3,1,3,11.0,17.0,12.0,421.1499625,2.0,호텔,직장형,1,서울,340.504225,0.06315789473684211,0.031578947368421054,0.0,0.0,0.0,0.3789473684210526,0.5263157894736842,0.0
12586,4,1,2,1,1,1.0,1.0,2.0,524.285714285714,7.0,호텔,가족형,1,서울,1870.0,0.37433155080213903,0.06951871657754011,0.0,0.0,0.0,0.5347593582887701,0.0,0.0213903743315508
12588,10,2,4,1,4,8.0,2.0,3.0,389.6559,5.0,호텔,가족형,1,서울,1353.384996183206,0.1923076923076925,0.030219780219780237,0.008241758241758252,0.0,0.0,0.2197802197802198,0.5494505494505492,0.0
12589,7,2,4,1,1,1.0,3.0,3.0,244.666666666667,6.0,호텔,단체형,4,서울,1468.0,0.0,0.0,0.0,0.0,0.7823129251700681,0.0,0.21768707482993188,0.0
12591,5,1,1,1,2,4.0,2.0,4.0,262.4,5.0,호텔,가족형,1,서울,899.0217917675544,0.21201413427561805,0.03533568904593642,0.07067137809187284,0.0,0.0,0.31802120141342766,0.35335689045936414,0.010600706713780925
12592,4,1,2,1,1,1.0,11.0,3.0,380.416666666667,8.0,호텔,가족형,1,서울,976.6666666666661,0.409556313993174,0.06143344709897615,0.06825938566552908,0.0,0.0,0.44368600682593845,0.0,0.0170648464163823
12593,4,1,5,1,1,9.0,15.0,11.0,430.0,7.0,호텔,가족형,2,서울,935.0,0.40106951871657753,0.0481283422459893,0.016042780748663103,0.0,0.0,0.5347593582887701,0.0,0.0
12596,5,2,3,1,4,7.0,2.0,4.0,73.8461538461539,26.0,호텔,가족형,1,서울,1728.955223880597,0.1841620626151013,0.020257826887661146,0.03683241252302026,0.01841620626151013,0.0,0.1841620626151013,0.3683241252302026,0.18784530386740333
12597,2,2,5,1,1,7.0,13.0,7.0,536.0,3.0,호텔,가족형,1,서울,1608.0,0.07083333333333333,0.020833333333333332,0.0,0.20833333333333334,0.4791666666666667,0.0,0.20833333333333334,0.0125
12601,4,1,2,1,1,1.0,3.0,3.0,328.317758,5.0,호텔,친구형,1,서울,566.3122900000001,0.31645569620253167,0.03797468354430379,0.012658227848101266,0.0,0.0,0.3797468354430379,0.2531645569620253,0.0
12603,17,2,2,1,2,4.0,12.0,3.0,250.0,3.0,호텔,가족형,1,서울,143.93939393939397,0.15789473684210506,0.08421052631578939,0.0,0.0,0.0,0.21052631578947364,0.5263157894736845,0.02105263157894736
12606,4,2,3,1,2,2.0,13.0,2.0,345.0,10.0,호텔,혼자형,1,서울,1655.2023121387283,0.240963855421687,0.027108433734939763,0.009036144578313235,0.04819277108433733,0.0,0.6024096385542167,0.06024096385542168,0.012048192771084333
12609,7,1,4,1,1,1.0,6.0,5.0,294.4,5.0,호텔,가족형,2,서울,1472.0,0.0,0.0,0.0,0.0,0.8641304347826086,0.0,0.1358695652173913,0.0
12615,17,2,5,1,4,2.0,14.0,5.0,433.333333333333,6.0,호텔,가족형,2,대전,2151.724137931036,0.1157407407407408,0.027777777777777794,0.0,0.4629629629629627,0.0,0.20833333333333343,0.18518518518518529,0.0
12616,8,1,5,1,2,2.0,11.0,6.0,875.6,3.0,호텔,혼자형,1,서울,1970.1,0.14444444444444446,0.05555555555555556,0.0,0.0,0.0,0.22222222222222224,0.5555555555555556,0.022222222222222223
12617,17,2,2,1,2,4.0,12.0,7.0,38.082709375,8.0,호텔,가족형,1,서울,335.5200000000002,0.23529411764705874,0.0,0.0,0.0,0.0,0.3529411764705887,0.41176470588235253,0.0
12619,7,1,5,1,1,9.0,5.0,1.0,294.4,5.0,호텔,가족형,1,서울,1472.0,0.0,0.0,0.0,0.0,0.782608695652174,0.0,0.21739130434782608,0.0
12620,4,2,2,1,1,1.0,17.0,3.0,520.911726666667,3.0,호텔,친구형,1,서울,487.45868,0.22058823529411767,0.029411764705882353,0.014705882352941176,0.0,0.0,0.29411764705882354,0.4411764705882353,0.0
12621,8,2,5,1,4,2.0,11.0,3.0,362.2795,4.0,호텔,가족형,1,서울,967.538,0.33936651583710403,0.06787330316742081,0.03619909502262444,0.09049773755656108,0.0,0.22624434389140272,0.22624434389140272,0.013574660633484163
12623,17,2,2,1,2,4.0,8.0,4.0,192.0,5.0,호텔,혼자형,2,서울,660.0,0.45454545454545453,0.18181818181818182,0.045454545454545456,0.0,0.0,0.22727272727272727,0.09090909090909091,0.0
12628,2,2,2,1,4,7.0,8.0,6.0,208.035,4.0,호텔,친구형,1,서울,832.1400000000001,0.08051529790660225,0.024154589371980676,0.28180354267310787,0.0,0.43478260869565216,0.0,0.1610305958132045,0.017713365539452495
12630,4,2,4,1,1,1.0,3.0,8.0,287.935151666667,6.0,호텔,가족형,1,서울,652.33441,0.32967032967032966,0.054945054945054944,0.010989010989010988,0.0,0.0,0.2747252747252747,0.3296703296703296,0.0
12632,14,2,2,1,1,8.0,4.0,11.0,187.356,10.0,호텔,가족형,2,서울,437.8818390804602,0.245901639344262,0.26229508196721285,0.0,0.0,0.0,0.40983606557377117,0.081967213114754,0.0
12633,1,1,5,1,1,8.0,1.0,3.0,358.54,5.0,호텔,가족형,1,서울,1792.6999999999994,0.0,0.0,0.0,0.0,0.22727272727272727,0.0,0.7575757575757576,0.01515151515151515
12634,1,2,2,1,2,5.0,2.0,6.0,293.0375,4.0,호텔,친구형,1,서울,1005.6908284023667,0.06896551724137934,0.03448275862068962,0.0,0.0,0.0,0.1931034482758618,0.6896551724137935,0.013793103448275869
12635,4,1,2,1,2,2.0,12.0,6.0,183.333333333333,21.0,기타,혼자형,3,서울,1850.0,0.43243243243243246,0.10810810810810811,0.02702702702702703,0.0,0.0,0.32432432432432434,0.10810810810810811,0.0
12636,4,2,2,1,1,1.0,4.0,3.0,440.0,5.0,호텔,친구형,1,부산,700.0,0.14285714285714285,0.35714285714285715,0.0,0.0,0.0,0.21428571428571427,0.2857142857142857,0.0
12638,4,1,6,1,1,1.0,5.0,6.0,1687.5,2.0,호텔,친구형,1,서울,171.33265356265355,0.2857142857142856,0.1428571428571428,0.0,0.0,0.0,0.5714285714285717,0.0,0.0
12639,1,2,2,1,1,1.0,8.0,9.0,172.375,8.0,민박/펜션,혼자형,2,서울,1238.2857142857144,0.22727272727272688,0.06818181818181816,0.17045454545454577,0.0,0.0,0.17045454545454577,0.3409090909090907,0.02272727272727269
12642,1,1,2,1,1,10.0,9.0,6.0,160.883333333333,6.0,호텔,단체형,2,서울,543.1571428571428,0.5181347150259059,0.09067357512953368,0.02590673575129539,0.0,0.0,0.12953367875647676,0.2072538860103635,0.02849740932642482
12645,2,2,3,1,4,2.0,2.0,6.0,279.166666666667,3.0,호텔,친구형,1,서울,584.8350764279965,0.23041474654377828,0.011520737327188947,0.0,0.23041474654377828,0.0,0.1612903225806453,0.3456221198156691,0.020737327188940183
12650,2,1,6,1,4,11.0,11.0,12.0,944.7,2.0,호텔,혼자형,1,인천,1567.8,0.042735042735042736,0.0,0.8547008547008548,0.0,0.0,0.10256410256410257,0.0,0.0
12652,7,2,3,1,3,6.0,2.0,6.0,287.5,6.0,호텔,혼자형,1,서울,1185.0,0.22784810126582278,0.04219409282700422,0.0,0.0,0.0,0.379746835443038,0.33755274261603374,0.012658227848101266
12654,2,2,2,1,1,7.0,8.0,4.0,177.55,4.0,호텔,친구형,1,서울,710.2000000000004,0.18832391713747665,0.018832391713747666,0.1412429378531075,0.0,0.48964218455743846,0.0,0.1412429378531075,0.02071563088512235
12655,1,2,2,1,4,7.0,2.0,9.0,163.75625,8.0,호텔,친구형,2,서울,1120.7754901960789,0.12062726176115837,0.1025331724969843,0.0,0.0,0.0,0.4583835946924006,0.3015681544028946,0.016887816646562158
12656,10,2,3,1,2,2.0,2.0,6.0,390.77775,6.0,호텔,가족형,3,서울,1746.3465,0.14989293361884368,0.08565310492505354,0.006423982869379015,0.0,0.0,0.3211991434689507,0.4282655246252676,0.008565310492505352
12657,1,2,1,1,2,7.0,8.0,1.0,643.533333333333,3.0,호텔,가족형,1,서울,1662.4611111111108,0.08064516129032233,0.02620967741935482,0.0,0.32258064516129054,0.0,0.16129032258064527,0.4032258064516128,0.006048387096774175
12660,15,2,6,1,1,1.0,3.0,3.0,275.391428571429,7.0,호텔,가족형,2,서울,647.6425323579069,0.3685092127303185,0.06867671691792292,0.06030150753768839,0.0,0.0,0.4355108877721941,0.06700167504187608,0.0
12661,1,1,3,1,1,9.0,2.0,6.0,413.7,5.0,호텔,가족형,1,서울,1800.55958549223,0.05952380952380956,0.1190476190476189,0.0,0.0,0.0,0.22321428571428542,0.5952380952380957,0.0029761904761904726
12665,1,2,2,1,4,3.0,8.0,3.0,156.286666666667,6.0,친척 또는 친구 집,혼자형,1,서울,661.9200000000001,0.20833333333333331,0.05208333333333332,0.31249999999999994,0.0,0.0,0.0,0.41666666666666663,0.010416666666666664
12667,3,2,3,1,1,5.0,2.0,10.0,201.3,5.0,호텔,가족형,2,서울,1006.5,0.0,0.0,0.0,0.0,0.758928571428571,0.0,0.22321428571428614,0.01785714285714287
12668,3,2,3,1,2,5.0,3.0,5.0,457.5,5.0,호텔,가족형,2,서울,2287.5,0.0,0.0,0.0,0.0,0.32666666666666666,0.0,0.6666666666666666,0.006666666666666667
12669,7,1,5,1,1,3.0,6.0,11.0,200.0,6.0,호텔,직장형,3,서울,1200.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0
12670,3,2,5,1,2,10.0,2.0,6.0,341.6,5.0,호텔,가족형,2,서울,1098.5441570026767,0.2773925104022191,0.027739251040221912,0.03467406380027734,0.0,0.0,0.37447988904299606,0.2773925104022191,0.008321775312066574
